file_id,organism,locus_tag,ess,conf,conf_bos,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,0.010914263,0.013902548,0.0124084055
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.25867066,0.3984273,0.32854898
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.006038194,0.020046884,0.013042539
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.20672603,0.124681056,0.165703543
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.066945866,0.018912425,0.0429291455
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.21734771,0.17640318,0.19687544499999998
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,0.018344281,0.016366115,0.017355198000000002
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.044183653,0.29909474,0.1716391965
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.21483034,0.13593064,0.17538049
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.094818965,0.0016422652,0.048230615100000006
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.29948342,0.061952513,0.1807179665
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,0.016228804,0.012219005,0.014223904499999999
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.91989297,0.9138407,0.916866835
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.88764316,0.7774868,0.83256498
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,0.0024387154,0.08594764,0.0441931777
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.030360214,0.3526258,0.191493007
C018,Escherichia coli K-12 BW25113,BW25113_0019,0,0.01684873,0.07542405,0.04613639
C018,Escherichia coli K-12 BW25113,BW25113_0020,0,0.00835297,0.003154792,0.005753881
C018,Escherichia coli K-12 BW25113,BW25113_0021,0,0.050974164,0.0013366318,0.026155397900000002
C018,Escherichia coli K-12 BW25113,BW25113_0022,0,0.0043219007,0.018918926,0.011620413349999999
C018,Escherichia coli K-12 BW25113,BW25113_0023,0,0.95661396,0.82119036,0.88890216
C018,Escherichia coli K-12 BW25113,BW25113_0024,0,0.57704043,0.489627,0.533333715
C018,Escherichia coli K-12 BW25113,BW25113_0025,1,0.9635487,0.97281396,0.96818133
C018,Escherichia coli K-12 BW25113,BW25113_0026,0,0.9191267,0.9894944,0.95431055
C018,Escherichia coli K-12 BW25113,BW25113_0027,1,0.9547095,0.9759856,0.9653475499999999
C018,Escherichia coli K-12 BW25113,BW25113_0028,0,0.20733507,0.4234285,0.315381785
C018,Escherichia coli K-12 BW25113,BW25113_0029,1,0.9745524,0.9298931,0.95222275
C018,Escherichia coli K-12 BW25113,BW25113_0030,0,0.008265087,0.0052081794,0.006736633200000001
C018,Escherichia coli K-12 BW25113,BW25113_0031,1,0.89192027,0.9316396,0.911779935
C018,Escherichia coli K-12 BW25113,BW25113_0032,0,0.40237218,0.4789371,0.44065464
C018,Escherichia coli K-12 BW25113,BW25113_0033,0,0.54702014,0.7502769,0.6486485200000001
C018,Escherichia coli K-12 BW25113,BW25113_0034,0,0.33452225,0.43023896,0.38238060500000004
C018,Escherichia coli K-12 BW25113,BW25113_0035,0,0.038641572,0.003131677,0.0208866245
C018,Escherichia coli K-12 BW25113,BW25113_0036,0,0.0930987,0.0013439282,0.0472213141
C018,Escherichia coli K-12 BW25113,BW25113_0037,0,0.010777402,0.061345395,0.0360613985
C018,Escherichia coli K-12 BW25113,BW25113_0038,0,0.013404567,0.0062634884,0.0098340277
C018,Escherichia coli K-12 BW25113,BW25113_0039,0,0.30815774,0.032487266,0.17032250300000001
C018,Escherichia coli K-12 BW25113,BW25113_0040,0,0.09203208,0.064996995,0.07851453750000001
C018,Escherichia coli K-12 BW25113,BW25113_0041,0,0.27800706,0.05227141,0.165139235
C018,Escherichia coli K-12 BW25113,BW25113_0042,0,0.057875734,0.031860333,0.0448680335
C018,Escherichia coli K-12 BW25113,BW25113_0043,0,0.06297767,0.09055999,0.07676883000000001
C018,Escherichia coli K-12 BW25113,BW25113_0044,0,0.016586082,0.006956179,0.0117711305
C018,Escherichia coli K-12 BW25113,BW25113_0045,0,0.000693051,0.010281851,0.005487451
C018,Escherichia coli K-12 BW25113,BW25113_0046,0,0.002682377,0.08001565,0.0413490135
C018,Escherichia coli K-12 BW25113,BW25113_0047,0,0.28192452,0.08413055,0.18302753500000002
C018,Escherichia coli K-12 BW25113,BW25113_0048,1,0.96831614,0.9566485,0.96248232
C018,Escherichia coli K-12 BW25113,BW25113_0049,0,0.23577568,0.039718896,0.137747288
