file_id,organism,locus_tag,ess,conf,conf_bos,conf_first,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,0.010914263,0.013902548,0.17916842,0.067995077
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.25867066,0.3984273,0.18098749,0.27936181666666665
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.006038194,0.020046884,0.0045060865,0.010197054833333333
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.20672603,0.124681056,0.58508277,0.30549661866666666
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.066945866,0.018912425,0.032962266,0.03960685233333333
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.21734771,0.17640318,0.006662724,0.13347120466666665
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,0.018344281,0.016366115,0.0021900388,0.012300144933333335
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.044183653,0.29909474,0.04149715,0.12825851433333332
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.21483034,0.13593064,0.049403243,0.13338807433333333
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.094818965,0.0016422652,0.35086933,0.14911018673333334
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.29948342,0.061952513,0.14023486,0.16722359766666664
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,0.016228804,0.012219005,0.12428298,0.050910263000000004
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.91989297,0.9138407,0.9232539,0.9189958566666666
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.88764316,0.7774868,0.5530747,0.7394015533333334
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,0.0024387154,0.08594764,0.021428285,0.03660488013333333
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.030360214,0.3526258,0.20005624,0.194347418
C018,Escherichia coli K-12 BW25113,BW25113_0019,0,0.01684873,0.07542405,0.068704225,0.05365900166666667
C018,Escherichia coli K-12 BW25113,BW25113_0020,0,0.00835297,0.003154792,0.011060685,0.007522815666666666
C018,Escherichia coli K-12 BW25113,BW25113_0021,0,0.050974164,0.0013366318,0.062139325,0.038150040266666664
C018,Escherichia coli K-12 BW25113,BW25113_0022,0,0.0043219007,0.018918926,0.0039191195,0.0090533154
C018,Escherichia coli K-12 BW25113,BW25113_0023,0,0.95661396,0.82119036,0.9064384,0.8947475733333333
C018,Escherichia coli K-12 BW25113,BW25113_0024,0,0.57704043,0.489627,0.51800114,0.5282228566666667
C018,Escherichia coli K-12 BW25113,BW25113_0025,1,0.9635487,0.97281396,0.98398685,0.9734498366666666
C018,Escherichia coli K-12 BW25113,BW25113_0026,0,0.9191267,0.9894944,0.9754304,0.9613505
C018,Escherichia coli K-12 BW25113,BW25113_0027,1,0.9547095,0.9759856,0.961093,0.9639293666666666
C018,Escherichia coli K-12 BW25113,BW25113_0028,0,0.20733507,0.4234285,0.20819296,0.2796521766666667
C018,Escherichia coli K-12 BW25113,BW25113_0029,1,0.9745524,0.9298931,0.9728905,0.9591120000000001
C018,Escherichia coli K-12 BW25113,BW25113_0030,0,0.008265087,0.0052081794,0.5282385,0.18057058880000001
C018,Escherichia coli K-12 BW25113,BW25113_0031,1,0.89192027,0.9316396,0.92445755,0.9160058066666666
