file_id,organism,locus_tag,ess,conf,conf_bos,conf_eos,conf_first,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,0.02111127,0.21361765,0.22322103,0.036032084,0.1234955085
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.55480313,0.5305688,0.2418461,0.21421465,0.38535817
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.005915537,0.04805535,0.06687343,0.0247719,0.03640405425
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.31530145,0.4826862,0.20605674,0.44177678,0.36145529249999997
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.5503662,0.018061398,0.490829,0.10416359,0.290855047
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.12514779,0.06996174,0.17277795,0.03887496,0.10169061000000001
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,0.0047607343,0.0076902453,0.0006859067,0.00011477008,0.0033129140949999998
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.19769898,0.087276265,0.026956832,0.107053734,0.10474645275
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.01201606,0.06326558,0.41058716,0.65833926,0.286052015
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.016927907,0.0039593377,0.005827146,0.0057872245,0.0081254038
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.02628206,0.025377791,0.12355908,0.04354033,0.054689815249999996
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,0.0024673515,0.010087439,0.0005914214,0.044640977,0.014446797224999999
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.86352676,0.9103961,0.95380485,0.9160819,0.9109524025
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.875712,0.6856426,0.7261306,0.77859086,0.766519015
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,0.0060222317,0.6425733,0.009814955,0.00061897386,0.16475736514
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.29146093,0.08322143,0.06245051,0.002666854,0.109949931
C018,Escherichia coli K-12 BW25113,BW25113_0019,0,0.051794168,0.052317224,0.12004082,0.04147391,0.0664065305
C018,Escherichia coli K-12 BW25113,BW25113_0020,0,0.07489592,0.0039500906,0.023880282,0.000261031,0.0257468309
C018,Escherichia coli K-12 BW25113,BW25113_0021,0,0.0014706104,0.020241255,7.103912e-05,0.00017615795,0.0054897656175
C018,Escherichia coli K-12 BW25113,BW25113_0022,0,0.0038170065,0.015691537,0.0655522,8.858107e-06,0.021267400401750004
C018,Escherichia coli K-12 BW25113,BW25113_0023,0,0.8327119,0.87450695,0.78389794,0.7990128,0.8225323975
C018,Escherichia coli K-12 BW25113,BW25113_0024,0,0.26843074,0.36485502,0.23180124,0.19546542,0.265138105
C018,Escherichia coli K-12 BW25113,BW25113_0025,1,0.96996963,0.976478,0.99269825,0.9787178,0.97946592
C018,Escherichia coli K-12 BW25113,BW25113_0026,0,0.9622431,0.9706515,0.974256,0.9811623,0.972078225
C018,Escherichia coli K-12 BW25113,BW25113_0027,1,0.9706334,0.9753914,0.9489512,0.97950774,0.9686209349999999
C018,Escherichia coli K-12 BW25113,BW25113_0028,0,0.33717942,0.34173593,0.23715809,0.26009604,0.29404237
C018,Escherichia coli K-12 BW25113,BW25113_0029,1,0.9597408,0.9839072,0.99197394,0.9631583,0.97469506
C018,Escherichia coli K-12 BW25113,BW25113_0030,0,0.04630608,0.035631668,0.13308676,0.33488965,0.1374785395
C018,Escherichia coli K-12 BW25113,BW25113_0031,1,0.97646546,0.9888265,0.9647898,0.96404016,0.9735304800000001
C018,Escherichia coli K-12 BW25113,BW25113_0032,0,0.79641354,0.72186136,0.6200852,0.088446245,0.55670158625
C018,Escherichia coli K-12 BW25113,BW25113_0033,0,0.8137802,0.7412384,0.6693283,0.74810255,0.7431123625
C018,Escherichia coli K-12 BW25113,BW25113_0034,0,0.058302432,0.110606976,0.029541956,0.0006083875,0.049764937875
C018,Escherichia coli K-12 BW25113,BW25113_0035,0,0.022950768,0.0069366507,0.031968173,0.014572338,0.019106982425000002
C018,Escherichia coli K-12 BW25113,BW25113_0036,0,0.04713754,0.017382555,0.07776393,0.016322572,0.03965164925
C018,Escherichia coli K-12 BW25113,BW25113_0037,0,0.09563959,0.002218331,0.011739798,0.00219528,0.027948249749999998
C018,Escherichia coli K-12 BW25113,BW25113_0038,0,0.05732377,0.050745074,0.0010091051,0.008127568,0.029301379275
C018,Escherichia coli K-12 BW25113,BW25113_0039,0,0.28448936,0.109924726,0.03816747,0.42940354,0.215496274
C018,Escherichia coli K-12 BW25113,BW25113_0040,0,0.14985491,0.0741274,0.024229724,0.044481333,0.07317334175000001
C018,Escherichia coli K-12 BW25113,BW25113_0041,0,0.09471973,0.16142571,0.13500614,0.31600022,0.17678795
C018,Escherichia coli K-12 BW25113,BW25113_0042,0,0.12586555,0.03322996,0.02379891,0.105265856,0.072040069
C018,Escherichia coli K-12 BW25113,BW25113_0043,0,0.20476572,0.31540146,0.032026682,0.11998099,0.168043713
C018,Escherichia coli K-12 BW25113,BW25113_0044,0,0.03288317,0.018340165,0.21404083,0.050528295,0.078948115
C018,Escherichia coli K-12 BW25113,BW25113_0045,0,0.09731045,0.0031650898,0.0075488095,0.00084100396,0.027216338315000005
C018,Escherichia coli K-12 BW25113,BW25113_0046,0,0.006716754,0.007626369,0.0019797338,0.002410152,0.0046832522
C018,Escherichia coli K-12 BW25113,BW25113_0047,0,0.08811773,0.030705461,0.025893254,0.030302372,0.04375470425
C018,Escherichia coli K-12 BW25113,BW25113_0048,1,0.989674,0.9023922,0.95474464,0.9367485,0.945889835
C018,Escherichia coli K-12 BW25113,BW25113_0049,0,0.00812693,0.035455782,0.0023489906,0.054216173,0.025036968899999998
C018,Escherichia coli K-12 BW25113,BW25113_0050,0,0.0055068866,0.0022417265,0.037232857,0.0009923753,0.011493461350000001
C018,Escherichia coli K-12 BW25113,BW25113_0051,0,0.46756187,0.6937942,0.3197816,0.3162614,0.4493497675
C018,Escherichia coli K-12 BW25113,BW25113_0052,0,0.54937905,0.49450788,0.5914748,0.6134768,0.5622096325
C018,Escherichia coli K-12 BW25113,BW25113_0053,0,0.9361213,0.9678982,0.9631426,0.97936624,0.961632085
C018,Escherichia coli K-12 BW25113,BW25113_0054,1,0.9713082,0.92331034,0.99609214,0.99897456,0.9724213099999999
C018,Escherichia coli K-12 BW25113,BW25113_0055,0,0.03147262,0.003513017,0.0138900755,0.005517055,0.013598191875
C018,Escherichia coli K-12 BW25113,BW25113_0058,0,0.1967328,0.08134826,0.20818304,0.008316297,0.12364509925
