file_id,organism,locus_tag,ess,conf,conf_eos,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,0.0028065036,0.011918284,0.0073623937999999995
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.057683915,0.2130345,0.1353592075
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.013576944,0.0050479374,0.0093124407
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.5155601,0.2464163,0.3809882
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.005335719,0.012122089,0.008728904000000001
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.029885553,0.3094842,0.1696848765
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,0.010686471,0.00476157,0.0077240205
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.08513819,0.04899127,0.06706473
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.0478353,0.25133193,0.149583615
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.023725843,0.058048338,0.0408870905
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.0024890455,0.019757459,0.01112325225
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,0.0026131421,5.1958257e-05,0.0013325501785
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.92819536,0.9759278,0.9520615800000001
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.8788647,0.25132677,0.565095735
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,0.00039715538,0.00032506807,0.00036111172500000004
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.0027508289,0.026440145,0.01459548695
C018,Escherichia coli K-12 BW25113,BW25113_0019,0,0.12354145,0.0333277,0.078434575
C018,Escherichia coli K-12 BW25113,BW25113_0020,0,0.06539698,0.0037776865,0.03458733325
C018,Escherichia coli K-12 BW25113,BW25113_0021,0,0.03318478,0.30324662,0.16821570000000002
C018,Escherichia coli K-12 BW25113,BW25113_0022,0,0.08296162,0.16050263,0.121732125
C018,Escherichia coli K-12 BW25113,BW25113_0023,0,0.88960636,0.80694443,0.848275395
C018,Escherichia coli K-12 BW25113,BW25113_0024,0,0.39735615,0.13932809,0.26834212
C018,Escherichia coli K-12 BW25113,BW25113_0025,1,0.9688709,0.81484115,0.891856025
C018,Escherichia coli K-12 BW25113,BW25113_0026,0,0.98907673,0.97725165,0.98316419
