file_id,organism,locus_tag,ess,conf,conf_aamean,conf_bos,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0181,1,0.97513425,0.96674055,0.9564946,0.9661231333333333
C018,Escherichia coli K-12 BW25113,BW25113_0182,1,0.89984035,0.96829873,0.8834661,0.9172017266666667
C018,Escherichia coli K-12 BW25113,BW25113_0183,0,0.34346572,0.5959279,0.11282095,0.35073818999999995
C018,Escherichia coli K-12 BW25113,BW25113_0184,1,0.93052906,0.9353524,0.9673816,0.94442102
C018,Escherichia coli K-12 BW25113,BW25113_0185,1,0.8108185,0.91805726,0.99517447,0.9080167433333334
C018,Escherichia coli K-12 BW25113,BW25113_0186,0,0.001672481,0.020856123,0.016161354,0.012896652666666666
C018,Escherichia coli K-12 BW25113,BW25113_0187,0,0.0012824422,0.016873952,0.009825824,0.009327406066666667
C018,Escherichia coli K-12 BW25113,BW25113_0188,1,0.96670735,0.9048277,0.81057686,0.8940373033333332
C018,Escherichia coli K-12 BW25113,BW25113_0189,0,0.03240272,0.059962824,0.06073067,0.05103207133333334
C018,Escherichia coli K-12 BW25113,BW25113_0190,0,0.0069377376,0.031580437,0.23515286,0.09122367819999999
C018,Escherichia coli K-12 BW25113,BW25113_0191,0,0.04581947,0.030613327,0.14613119,0.07418799566666666
C018,Escherichia coli K-12 BW25113,BW25113_0192,0,0.022700688,0.0055257,0.048774328,0.025666905333333333
C018,Escherichia coli K-12 BW25113,BW25113_0193,0,0.005257542,0.008358185,0.0003056705,0.004640465833333334
C018,Escherichia coli K-12 BW25113,BW25113_0194,1,0.9395165,0.9581226,0.9738641,0.9571677333333334
C018,Escherichia coli K-12 BW25113,BW25113_0195,0,0.015153882,0.0154966265,0.05493683,0.02852911283333333
C018,Escherichia coli K-12 BW25113,BW25113_0196,0,0.00013695001,0.0011455581,0.009851707,0.0037114050366666668
C018,Escherichia coli K-12 BW25113,BW25113_0197,0,0.16620208,0.03032285,0.010768236,0.06909772199999999
C018,Escherichia coli K-12 BW25113,BW25113_0198,0,0.0010841654,0.00059699785,0.0011972226,0.00095946195
C018,Escherichia coli K-12 BW25113,BW25113_0199,0,0.26840368,0.08254654,0.07752768,0.14282596666666666
C018,Escherichia coli K-12 BW25113,BW25113_0200,0,0.10486919,0.22233771,0.52456015,0.28392235
C018,Escherichia coli K-12 BW25113,BW25113_0207,0,0.030123267,0.06801067,0.009619455,0.03591779733333333
C018,Escherichia coli K-12 BW25113,BW25113_0208,0,0.20987159,0.1980839,0.20188878,0.20328142333333332
C018,Escherichia coli K-12 BW25113,BW25113_0209,0,0.06809375,0.24231683,0.0019233851,0.1041113217
C018,Escherichia coli K-12 BW25113,BW25113_0210,0,0.022127222,0.005787011,0.02200195,0.016638727666666665
C018,Escherichia coli K-12 BW25113,BW25113_0211,0,0.23121668,0.011899358,0.37378728,0.20563443933333334
C018,Escherichia coli K-12 BW25113,BW25113_0212,0,0.14519079,0.35767773,0.0473173,0.18339527333333336
C018,Escherichia coli K-12 BW25113,BW25113_0213,0,0.001521063,0.022045074,0.09129074,0.03828562566666666
C018,Escherichia coli K-12 BW25113,BW25113_0214,0,0.57226616,0.5011566,0.5750419,0.54948822
C018,Escherichia coli K-12 BW25113,BW25113_0215,0,0.78135294,0.9173419,0.92994356,0.8762127999999999
C018,Escherichia coli K-12 BW25113,BW25113_0217,0,0.023639979,0.008730355,0.1470088,0.05979304466666666
C018,Escherichia coli K-12 BW25113,BW25113_0218,0,0.011381796,0.00296743,0.036281712,0.016876979333333333
C018,Escherichia coli K-12 BW25113,BW25113_0219,0,0.009100104,0.005678234,0.034304988,0.016361108666666666
C018,Escherichia coli K-12 BW25113,BW25113_0220,0,0.0016267395,0.006421881,0.0692517,0.025766773499999996
C018,Escherichia coli K-12 BW25113,BW25113_0221,0,0.06467718,0.14288047,0.00673607,0.07143124000000001
C018,Escherichia coli K-12 BW25113,BW25113_0222,0,0.77554953,0.8364268,0.8118675,0.8079479433333333
C018,Escherichia coli K-12 BW25113,BW25113_0223,0,0.017582763,0.007708293,0.02607153,0.017120862
C018,Escherichia coli K-12 BW25113,BW25113_0224,0,0.052548885,0.16006547,0.17865169,0.13042201499999997
C018,Escherichia coli K-12 BW25113,BW25113_0225,0,0.30853376,0.15399158,0.04595399,0.16949311
C018,Escherichia coli K-12 BW25113,BW25113_0226,0,0.027095808,0.20579045,0.62409806,0.2856614393333334
C018,Escherichia coli K-12 BW25113,BW25113_0227,0,0.07114578,0.5693646,0.09179528,0.24410188666666668
C018,Escherichia coli K-12 BW25113,BW25113_0228,0,0.23215145,0.016231803,0.0012561531,0.08321313536666666
C018,Escherichia coli K-12 BW25113,BW25113_0229,0,0.18241504,0.056041356,0.24061994,0.159692112
C018,Escherichia coli K-12 BW25113,BW25113_0230,0,0.3496986,0.38691613,0.6623596,0.4663247766666667
C018,Escherichia coli K-12 BW25113,BW25113_0231,0,0.05787238,0.3466744,0.0047106184,0.13641913279999998
C018,Escherichia coli K-12 BW25113,BW25113_0232,0,0.7494253,0.78710103,0.78631324,0.7742798566666668
C018,Escherichia coli K-12 BW25113,BW25113_0233,0,0.26326743,0.09453534,0.16921394,0.17567223666666668
C018,Escherichia coli K-12 BW25113,BW25113_0234,0,0.0695877,0.005106599,0.20635152,0.09368193966666667
C018,Escherichia coli K-12 BW25113,BW25113_0235,0,0.0047514304,0.02968118,0.027350472,0.0205943608
C018,Escherichia coli K-12 BW25113,BW25113_0236,0,0.0027733832,0.4878946,0.031489074,0.17405235239999997
C018,Escherichia coli K-12 BW25113,BW25113_0237,0,0.037875663,0.05676629,0.15069406,0.081778671
C018,Escherichia coli K-12 BW25113,BW25113_0238,0,0.29540694,0.12639698,0.060110696,0.16063820533333334
C018,Escherichia coli K-12 BW25113,BW25113_0239,0,0.00041223617,0.105088405,0.056815766,0.05410546905666666
C018,Escherichia coli K-12 BW25113,BW25113_0240,0,0.063975215,0.052873712,0.23008919,0.11564603899999999
C018,Escherichia coli K-12 BW25113,BW25113_0241,0,0.3590644,0.22725268,0.17768104,0.25466604000000004
C018,Escherichia coli K-12 BW25113,BW25113_0242,0,0.14033146,0.43456995,0.23693581,0.27061240666666664
C018,Escherichia coli K-12 BW25113,BW25113_0243,0,0.11673053,0.14143224,0.09399651,0.11738642666666665
C018,Escherichia coli K-12 BW25113,BW25113_0245,0,0.036630433,0.22784738,0.28759417,0.18402399433333336
C018,Escherichia coli K-12 BW25113,BW25113_0246,0,0.045606527,0.5688626,0.07878237,0.23108383233333332
C018,Escherichia coli K-12 BW25113,BW25113_0247,0,0.052461613,0.25795907,0.012509346,0.107643343
C018,Escherichia coli K-12 BW25113,BW25113_0248,0,0.03194197,0.092744835,0.03127032,0.05198570833333333
C018,Escherichia coli K-12 BW25113,BW25113_0249,0,0.032982867,0.12751323,0.07630791,0.078934669
C018,Escherichia coli K-12 BW25113,BW25113_0250,0,0.070609696,0.06587515,0.25317922,0.129888022
C018,Escherichia coli K-12 BW25113,BW25113_0251,0,0.16056025,0.018204968,0.09029664,0.08968728599999999
C018,Escherichia coli K-12 BW25113,BW25113_0252,0,0.041692927,0.12689364,0.040313695,0.06963342066666667
C018,Escherichia coli K-12 BW25113,BW25113_0253,0,0.06755216,0.63290364,0.027763287,0.24273969566666664
C018,Escherichia coli K-12 BW25113,BW25113_0254,0,0.023321383,0.0074052606,0.015724735,0.015483792866666665
C018,Escherichia coli K-12 BW25113,BW25113_0256,0,0.009785465,0.0052391244,0.0075318953,0.0075188282333333335
C018,Escherichia coli K-12 BW25113,BW25113_0258,0,7.195297e-05,0.00013821454,0.00077105843,0.0003270753133333333
C018,Escherichia coli K-12 BW25113,BW25113_0259,0,0.0055538313,0.0018156024,0.005429513,0.004266315566666667
C018,Escherichia coli K-12 BW25113,BW25113_0260,0,0.03930752,0.2721112,0.1323211,0.14791327333333334
C018,Escherichia coli K-12 BW25113,BW25113_0261,0,0.05459508,0.006144009,0.051129885,0.037289657999999996
C018,Escherichia coli K-12 BW25113,BW25113_0262,0,0.019705301,0.14927325,0.2660177,0.14499875033333334
C018,Escherichia coli K-12 BW25113,BW25113_0263,0,0.03345378,0.1282174,0.39823437,0.18663518333333337
C018,Escherichia coli K-12 BW25113,BW25113_0264,0,0.2775575,0.020201864,0.0014276147,0.09972899290000002
C018,Escherichia coli K-12 BW25113,BW25113_0265,0,0.007883689,0.0044312445,0.01098759,0.007767507833333333
C018,Escherichia coli K-12 BW25113,BW25113_0266,0,0.36251372,0.8171037,0.33286142,0.5041596133333334
C018,Escherichia coli K-12 BW25113,BW25113_0267,0,0.0031259658,0.015226412,0.004202513,0.007518296933333332
C018,Escherichia coli K-12 BW25113,BW25113_0268,0,0.0072241714,0.044643283,0.4802055,0.17735765146666668
