file_id,organism,locus_tag,ess,conf,conf_aamean,conf_first,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,0.0022182844,0.010914263,0.17916842,0.06410032246666666
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.36548102,0.25867066,0.18098749,0.2683797233333333
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.012484532,0.006038194,0.0045060865,0.007676270833333333
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.3473259,0.20672603,0.58508277,0.37971156666666667
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.03290172,0.066945866,0.032962266,0.04426995066666667
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.027655441,0.21734771,0.006662724,0.083888625
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,0.02017212,0.018344281,0.0021900388,0.013568813266666669
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.048478726,0.044183653,0.04149715,0.044719843
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.5879784,0.21483034,0.049403243,0.284070661
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.03303966,0.094818965,0.35086933,0.159575985
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.005888389,0.29948342,0.14023486,0.14853555633333335
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,0.012637229,0.016228804,0.12428298,0.051049671
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.7324549,0.91989297,0.9232539,0.8585339233333333
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.68538654,0.88764316,0.5530747,0.7087014666666667
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,0.02089342,0.0024387154,0.021428285,0.014920140133333334
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.5177415,0.030360214,0.20005624,0.24938598466666664
C018,Escherichia coli K-12 BW25113,BW25113_0019,0,0.04192243,0.01684873,0.068704225,0.042491795
C018,Escherichia coli K-12 BW25113,BW25113_0020,0,0.009236075,0.00835297,0.011060685,0.00954991
C018,Escherichia coli K-12 BW25113,BW25113_0021,0,0.312672,0.050974164,0.062139325,0.14192849633333335
C018,Escherichia coli K-12 BW25113,BW25113_0022,0,0.009491203,0.0043219007,0.0039191195,0.005910741066666667
C018,Escherichia coli K-12 BW25113,BW25113_0023,0,0.8268571,0.95661396,0.9064384,0.8966364866666666
C018,Escherichia coli K-12 BW25113,BW25113_0024,0,0.37233585,0.57704043,0.51800114,0.48912580666666666
C018,Escherichia coli K-12 BW25113,BW25113_0025,1,0.77045745,0.9635487,0.98398685,0.9059976666666666
C018,Escherichia coli K-12 BW25113,BW25113_0026,0,0.93722624,0.9191267,0.9754304,0.94392778
C018,Escherichia coli K-12 BW25113,BW25113_0027,1,0.9298551,0.9547095,0.961093,0.9485525333333333
C018,Escherichia coli K-12 BW25113,BW25113_0028,0,0.12448243,0.20733507,0.20819296,0.18000348666666666
C018,Escherichia coli K-12 BW25113,BW25113_0029,1,0.9481441,0.9745524,0.9728905,0.9651956666666667
C018,Escherichia coli K-12 BW25113,BW25113_0030,0,0.016953604,0.008265087,0.5282385,0.18448573033333335
C018,Escherichia coli K-12 BW25113,BW25113_0031,1,0.90049005,0.89192027,0.92445755,0.9056226233333334
C018,Escherichia coli K-12 BW25113,BW25113_0032,0,0.56787056,0.40237218,0.08583937,0.35202737
C018,Escherichia coli K-12 BW25113,BW25113_0033,0,0.6601023,0.54702014,0.74583805,0.65098683
C018,Escherichia coli K-12 BW25113,BW25113_0034,0,0.075912364,0.33452225,0.07998332,0.16347264466666667
C018,Escherichia coli K-12 BW25113,BW25113_0035,0,0.021361979,0.038641572,0.080467954,0.046823835
C018,Escherichia coli K-12 BW25113,BW25113_0036,0,0.00015547512,0.0930987,0.123231925,0.07216203337333334
C018,Escherichia coli K-12 BW25113,BW25113_0037,0,0.001215246,0.010777402,4.15332e-05,0.0040113937333333335
C018,Escherichia coli K-12 BW25113,BW25113_0038,0,0.0025409926,0.013404567,0.008657857,0.008201138866666666
C018,Escherichia coli K-12 BW25113,BW25113_0039,0,0.38235545,0.30815774,0.038714238,0.2430758093333333
C018,Escherichia coli K-12 BW25113,BW25113_0040,0,0.0064067435,0.09203208,0.15969723,0.08604535116666667
C018,Escherichia coli K-12 BW25113,BW25113_0041,0,0.049706396,0.27800706,0.530784,0.2861658186666667
