file_id,organism,locus_tag,ess,conf,conf_first,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,0.010914263,0.17916842,0.0950413415
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.25867066,0.18098749,0.21982907499999998
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.006038194,0.0045060865,0.00527214025
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.20672603,0.58508277,0.3959044
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.066945866,0.032962266,0.049954066000000005
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.21734771,0.006662724,0.112005217
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,0.018344281,0.0021900388,0.0102671599
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.044183653,0.04149715,0.0428404015
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.21483034,0.049403243,0.1321167915
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.094818965,0.35086933,0.22284414749999998
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.29948342,0.14023486,0.21985914
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,0.016228804,0.12428298,0.070255892
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.91989297,0.9232539,0.921573435
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.88764316,0.5530747,0.72035893
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,0.0024387154,0.021428285,0.011933500199999999
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.030360214,0.20005624,0.115208227
C018,Escherichia coli K-12 BW25113,BW25113_0019,0,0.01684873,0.068704225,0.04277647749999999
C018,Escherichia coli K-12 BW25113,BW25113_0020,0,0.00835297,0.011060685,0.009706827500000001
C018,Escherichia coli K-12 BW25113,BW25113_0021,0,0.050974164,0.062139325,0.056556744500000006
C018,Escherichia coli K-12 BW25113,BW25113_0022,0,0.0043219007,0.0039191195,0.0041205101000000004
C018,Escherichia coli K-12 BW25113,BW25113_0023,0,0.95661396,0.9064384,0.93152618
C018,Escherichia coli K-12 BW25113,BW25113_0024,0,0.57704043,0.51800114,0.547520785
C018,Escherichia coli K-12 BW25113,BW25113_0025,1,0.9635487,0.98398685,0.973767775
C018,Escherichia coli K-12 BW25113,BW25113_0026,0,0.9191267,0.9754304,0.94727855
C018,Escherichia coli K-12 BW25113,BW25113_0027,1,0.9547095,0.961093,0.9579012499999999
C018,Escherichia coli K-12 BW25113,BW25113_0028,0,0.20733507,0.20819296,0.20776401500000002
C018,Escherichia coli K-12 BW25113,BW25113_0029,1,0.9745524,0.9728905,0.97372145
C018,Escherichia coli K-12 BW25113,BW25113_0030,0,0.008265087,0.5282385,0.2682517935
C018,Escherichia coli K-12 BW25113,BW25113_0031,1,0.89192027,0.92445755,0.90818891
C018,Escherichia coli K-12 BW25113,BW25113_0032,0,0.40237218,0.08583937,0.24410577500000002
C018,Escherichia coli K-12 BW25113,BW25113_0033,0,0.54702014,0.74583805,0.646429095
C018,Escherichia coli K-12 BW25113,BW25113_0034,0,0.33452225,0.07998332,0.207252785
C018,Escherichia coli K-12 BW25113,BW25113_0035,0,0.038641572,0.080467954,0.059554763
C018,Escherichia coli K-12 BW25113,BW25113_0036,0,0.0930987,0.123231925,0.1081653125
C018,Escherichia coli K-12 BW25113,BW25113_0037,0,0.010777402,4.15332e-05,0.0054094676000000005
C018,Escherichia coli K-12 BW25113,BW25113_0038,0,0.013404567,0.008657857,0.011031211999999999
C018,Escherichia coli K-12 BW25113,BW25113_0039,0,0.30815774,0.038714238,0.173435989
C018,Escherichia coli K-12 BW25113,BW25113_0040,0,0.09203208,0.15969723,0.125864655
C018,Escherichia coli K-12 BW25113,BW25113_0041,0,0.27800706,0.530784,0.40439553
C018,Escherichia coli K-12 BW25113,BW25113_0042,0,0.057875734,0.016453138,0.037164435999999995
C018,Escherichia coli K-12 BW25113,BW25113_0043,0,0.06297767,0.046362042,0.054669856
C018,Escherichia coli K-12 BW25113,BW25113_0044,0,0.016586082,0.072341114,0.044463598
C018,Escherichia coli K-12 BW25113,BW25113_0045,0,0.000693051,0.005296049,0.00299455
C018,Escherichia coli K-12 BW25113,BW25113_0046,0,0.002682377,0.06611306,0.0343977185
C018,Escherichia coli K-12 BW25113,BW25113_0047,0,0.28192452,0.01359336,0.14775894
C018,Escherichia coli K-12 BW25113,BW25113_0048,1,0.96831614,0.9687881,0.96855212
C018,Escherichia coli K-12 BW25113,BW25113_0049,0,0.23577568,0.5292155,0.38249559
C018,Escherichia coli K-12 BW25113,BW25113_0050,0,0.0017841876,0.012625913,0.007205050300000001
C018,Escherichia coli K-12 BW25113,BW25113_0051,0,0.64772373,0.062476166,0.355099948
C018,Escherichia coli K-12 BW25113,BW25113_0052,0,0.80144906,0.45043695,0.625943005
C018,Escherichia coli K-12 BW25113,BW25113_0053,0,0.9148733,0.85286605,0.883869675
C018,Escherichia coli K-12 BW25113,BW25113_0054,1,0.9989477,0.83328176,0.91611473
C018,Escherichia coli K-12 BW25113,BW25113_0055,0,0.009944524,0.0022341956,0.006089359799999999
