file_id,organism,locus_tag,ess,conf,conf_first,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,0.26473662,0.22505835,0.24489748499999997
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.36044422,0.8008562,0.5806502099999999
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.3521379,0.050524123,0.2013310115
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.34554932,0.6071297,0.47633950999999997
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.30184394,0.1037867,0.20281532
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.4136379,0.17091724,0.29227757
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,0.076481394,0.06363505,0.070058222
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.28017116,0.5026325,0.39140183
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.15536705,0.10619846,0.130782755
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.19013849,0.12859772,0.15936810499999998
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.18961018,0.042228326,0.115919253
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,0.0830019,0.032080814,0.057541357
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.83718985,0.87975913,0.85847449
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.6323427,0.7708335,0.7015880999999999
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,0.11294807,0.021878103,0.0674130865
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.3223817,0.044420887,0.1834012935
C018,Escherichia coli K-12 BW25113,BW25113_0019,0,0.38662267,0.13837087,0.26249677
C018,Escherichia coli K-12 BW25113,BW25113_0020,0,0.16339768,0.09852075,0.130959215
C018,Escherichia coli K-12 BW25113,BW25113_0021,0,0.015229186,0.16381827,0.089523728
C018,Escherichia coli K-12 BW25113,BW25113_0022,0,0.07103875,0.028000388,0.049519569
C018,Escherichia coli K-12 BW25113,BW25113_0023,0,0.75983375,0.81142265,0.7856282
C018,Escherichia coli K-12 BW25113,BW25113_0024,0,0.37686688,0.25610808,0.31648748000000004
C018,Escherichia coli K-12 BW25113,BW25113_0025,1,0.7659949,0.9441373,0.8550660999999999
C018,Escherichia coli K-12 BW25113,BW25113_0026,0,0.94041383,0.9471594,0.943786615
C018,Escherichia coli K-12 BW25113,BW25113_0027,1,0.8765294,0.88642585,0.881477625
C018,Escherichia coli K-12 BW25113,BW25113_0028,0,0.44835955,0.47517595,0.46176775000000003
C018,Escherichia coli K-12 BW25113,BW25113_0029,1,0.74545616,0.90116656,0.8233113599999999
C018,Escherichia coli K-12 BW25113,BW25113_0030,0,0.061290096,0.00670513,0.033997613
C018,Escherichia coli K-12 BW25113,BW25113_0031,1,0.8054907,0.98598284,0.8957367700000001
C018,Escherichia coli K-12 BW25113,BW25113_0032,0,0.6024752,0.5123285,0.55740185
C018,Escherichia coli K-12 BW25113,BW25113_0033,0,0.5730851,0.76028156,0.66668333
C018,Escherichia coli K-12 BW25113,BW25113_0034,0,0.4831608,0.004594278,0.243877539
C018,Escherichia coli K-12 BW25113,BW25113_0035,0,0.35382354,0.13415161,0.243987575
C018,Escherichia coli K-12 BW25113,BW25113_0036,0,0.06918536,0.027640997,0.0484131785
C018,Escherichia coli K-12 BW25113,BW25113_0037,0,0.18970259,0.0022217827,0.09596218635
C018,Escherichia coli K-12 BW25113,BW25113_0038,0,0.08413773,0.026268262,0.055202996
C018,Escherichia coli K-12 BW25113,BW25113_0039,0,0.2237269,0.64602625,0.434876575
C018,Escherichia coli K-12 BW25113,BW25113_0040,0,0.34389123,0.042048432,0.19296983099999998
C018,Escherichia coli K-12 BW25113,BW25113_0041,0,0.07996775,0.40354607,0.24175691
C018,Escherichia coli K-12 BW25113,BW25113_0042,0,0.16159657,0.129728,0.145662285
C018,Escherichia coli K-12 BW25113,BW25113_0043,0,0.15193984,0.159453,0.15569642
C018,Escherichia coli K-12 BW25113,BW25113_0044,0,0.4667157,0.016554924,0.241635312
C018,Escherichia coli K-12 BW25113,BW25113_0045,0,0.12506512,0.036815193,0.0809401565
C018,Escherichia coli K-12 BW25113,BW25113_0046,0,0.12730803,0.07369277,0.10050039999999999
C018,Escherichia coli K-12 BW25113,BW25113_0047,0,0.45293882,0.10391451,0.278426665
C018,Escherichia coli K-12 BW25113,BW25113_0048,1,0.7254923,0.93802214,0.83175722
C018,Escherichia coli K-12 BW25113,BW25113_0049,0,0.17291003,0.23573896,0.204324495
C018,Escherichia coli K-12 BW25113,BW25113_0050,0,0.05819894,0.17146473,0.11483183500000001
C018,Escherichia coli K-12 BW25113,BW25113_0051,0,0.61645615,0.6574645,0.636960325
C018,Escherichia coli K-12 BW25113,BW25113_0052,0,0.77582854,0.42100444,0.59841649
C018,Escherichia coli K-12 BW25113,BW25113_0053,0,0.6048003,0.8623226,0.7335614500000001
C018,Escherichia coli K-12 BW25113,BW25113_0054,1,0.8919827,0.8949517,0.8934672
C018,Escherichia coli K-12 BW25113,BW25113_0055,0,0.2898606,0.054830812,0.17234570600000002
C018,Escherichia coli K-12 BW25113,BW25113_0058,0,0.37651825,0.20081538,0.288666815
C018,Escherichia coli K-12 BW25113,BW25113_0059,0,0.41092056,0.097109474,0.254015017
