file_id,organism,locus_tag,ess,conf,conf_aamean,conf_eos,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0159,0,0.7273316,0.80608237,0.63773257,0.7237155133333334
C018,Escherichia coli K-12 BW25113,BW25113_0160,0,0.07589625,0.014269139,0.29060984,0.12692507633333333
C018,Escherichia coli K-12 BW25113,BW25113_0161,0,0.2533129,0.21509309,0.30766866,0.25869155
C018,Escherichia coli K-12 BW25113,BW25113_0162,0,0.18053865,0.05592494,0.1369877,0.12448376333333333
C018,Escherichia coli K-12 BW25113,BW25113_0163,0,0.09089866,0.22028106,0.39268512,0.23462161333333334
C018,Escherichia coli K-12 BW25113,BW25113_0164,0,0.14118144,0.3136731,0.33233953,0.26239802333333334
C018,Escherichia coli K-12 BW25113,BW25113_0166,1,0.893977,0.9312454,0.69769716,0.8409731866666666
C018,Escherichia coli K-12 BW25113,BW25113_0167,0,0.30780554,0.20848103,0.37158832,0.2959582966666667
C018,Escherichia coli K-12 BW25113,BW25113_0168,1,0.9022473,0.9135065,0.61930496,0.8116862533333333
C018,Escherichia coli K-12 BW25113,BW25113_0169,1,0.94148016,0.93219984,0.77760553,0.8837618433333333
C018,Escherichia coli K-12 BW25113,BW25113_0170,1,0.91553783,0.9207236,0.77479255,0.8703513266666666
C018,Escherichia coli K-12 BW25113,BW25113_0171,1,0.9366762,0.9460234,0.8377753,0.9068249666666667
C018,Escherichia coli K-12 BW25113,BW25113_0172,1,0.96383965,0.96561384,0.8892179,0.93955713
C018,Escherichia coli K-12 BW25113,BW25113_0173,1,0.8289743,0.9045471,0.86075586,0.8647590866666667
C018,Escherichia coli K-12 BW25113,BW25113_0174,1,0.84317625,0.9665316,0.852928,0.8875452833333334
C018,Escherichia coli K-12 BW25113,BW25113_0175,1,0.9241697,0.9161099,0.84253865,0.89427275
C018,Escherichia coli K-12 BW25113,BW25113_0176,1,0.81385386,0.67656887,0.7505389,0.74698721
C018,Escherichia coli K-12 BW25113,BW25113_0177,1,0.88461316,0.89175,0.932151,0.9028380533333333
C018,Escherichia coli K-12 BW25113,BW25113_0178,0,0.6549468,0.7592981,0.78078204,0.7316756466666666
C018,Escherichia coli K-12 BW25113,BW25113_0179,1,0.92783755,0.91253304,0.820151,0.8868405300000001
C018,Escherichia coli K-12 BW25113,BW25113_0180,1,0.95097065,0.95146704,0.75667685,0.8863715133333333
C018,Escherichia coli K-12 BW25113,BW25113_0181,1,0.96980786,0.9781284,0.8859893,0.9446418533333333
C018,Escherichia coli K-12 BW25113,BW25113_0182,1,0.90266085,0.9356753,0.82041615,0.8862507666666666
C018,Escherichia coli K-12 BW25113,BW25113_0183,0,0.34791195,0.33485758,0.46750137,0.3834236333333334
C018,Escherichia coli K-12 BW25113,BW25113_0184,1,0.90759724,0.97545797,0.7433812,0.8754788033333334
C018,Escherichia coli K-12 BW25113,BW25113_0185,1,0.90738124,0.9441022,0.8311853,0.8942229133333334
C018,Escherichia coli K-12 BW25113,BW25113_0186,0,0.15413009,0.0322745,0.29977185,0.16205881333333333
C018,Escherichia coli K-12 BW25113,BW25113_0187,0,0.06413201,0.0071073663,0.20277487,0.0913380821
C018,Escherichia coli K-12 BW25113,BW25113_0188,1,0.68553466,0.6779165,0.869045,0.7441653866666665
C018,Escherichia coli K-12 BW25113,BW25113_0189,0,0.394857,0.110411845,0.4618341,0.32236764833333337
C018,Escherichia coli K-12 BW25113,BW25113_0190,0,0.011134601,0.017143318,0.22741213,0.08523001633333332
C018,Escherichia coli K-12 BW25113,BW25113_0191,0,0.14610451,0.049768485,0.3204581,0.172110365
C018,Escherichia coli K-12 BW25113,BW25113_0192,0,0.017466757,0.0033321592,0.048709027,0.023169314400000002
C018,Escherichia coli K-12 BW25113,BW25113_0193,0,0.049967263,0.0043695206,0.19815215,0.08416297786666667
C018,Escherichia coli K-12 BW25113,BW25113_0194,1,0.9049416,0.92908746,0.97194517,0.9353247433333333
C018,Escherichia coli K-12 BW25113,BW25113_0195,0,0.42477298,0.27106375,0.30455616,0.3334642966666667
C018,Escherichia coli K-12 BW25113,BW25113_0196,0,0.013566323,0.0044227787,0.033712804,0.017233968566666664
C018,Escherichia coli K-12 BW25113,BW25113_0197,0,0.107246034,0.06311699,0.06593251,0.078765178
C018,Escherichia coli K-12 BW25113,BW25113_0198,0,0.054715913,0.046457313,0.14775498,0.08297606866666667
C018,Escherichia coli K-12 BW25113,BW25113_0199,0,0.122739,0.0723535,0.24352174,0.14620474666666666
C018,Escherichia coli K-12 BW25113,BW25113_0200,0,0.571637,0.6679492,0.5724947,0.6040269666666667
C018,Escherichia coli K-12 BW25113,BW25113_0207,0,0.038084507,0.051945485,0.08136236,0.057130784
C018,Escherichia coli K-12 BW25113,BW25113_0208,0,0.32827678,0.27832323,0.13007802,0.24555934333333332
C018,Escherichia coli K-12 BW25113,BW25113_0209,0,0.08658188,0.059206292,0.19100192,0.11226336399999999
C018,Escherichia coli K-12 BW25113,BW25113_0210,0,0.008437533,0.01566495,0.038803324,0.020968602333333336
C018,Escherichia coli K-12 BW25113,BW25113_0211,0,0.12007491,0.1269974,0.2667727,0.17128167000000002
C018,Escherichia coli K-12 BW25113,BW25113_0212,0,0.153113,0.088486046,0.20595743,0.149185492
C018,Escherichia coli K-12 BW25113,BW25113_0213,0,0.20399244,0.041991368,0.26864266,0.171542156
C018,Escherichia coli K-12 BW25113,BW25113_0214,0,0.6655619,0.64078003,0.37802556,0.56145583
C018,Escherichia coli K-12 BW25113,BW25113_0215,0,0.866338,0.8746502,0.7933427,0.8447769666666667
C018,Escherichia coli K-12 BW25113,BW25113_0217,0,0.18667656,0.12649302,0.10135972,0.13817643333333332
C018,Escherichia coli K-12 BW25113,BW25113_0218,0,0.20548609,0.017018143,0.15290001,0.12513474766666666
C018,Escherichia coli K-12 BW25113,BW25113_0219,0,0.20132715,0.043487523,0.10229888,0.11570451766666667
C018,Escherichia coli K-12 BW25113,BW25113_0220,0,0.019212708,0.0043682246,0.059087813,0.027556248533333338
C018,Escherichia coli K-12 BW25113,BW25113_0221,0,0.19836186,0.03337937,0.35091934,0.19422019000000001
C018,Escherichia coli K-12 BW25113,BW25113_0222,0,0.6390056,0.72234803,0.7105662,0.6906399433333333
C018,Escherichia coli K-12 BW25113,BW25113_0223,0,0.013022959,0.011582891,0.11849422,0.047700023333333334
C018,Escherichia coli K-12 BW25113,BW25113_0224,0,0.16701785,0.029141482,0.04696859,0.08104264066666667
C018,Escherichia coli K-12 BW25113,BW25113_0225,0,0.1816792,0.16796678,0.54714704,0.29893100666666667
C018,Escherichia coli K-12 BW25113,BW25113_0226,0,0.49936995,0.53298867,0.62049854,0.5509523866666667
C018,Escherichia coli K-12 BW25113,BW25113_0227,0,0.048631415,0.004812965,0.101423495,0.051622625
C018,Escherichia coli K-12 BW25113,BW25113_0228,0,0.0045877188,0.0020418172,0.08728875,0.03130609533333333
C018,Escherichia coli K-12 BW25113,BW25113_0229,0,0.3405023,0.06204138,0.45585713,0.2861336033333333
C018,Escherichia coli K-12 BW25113,BW25113_0230,0,0.30033156,0.26388508,0.17055197,0.24492287
C018,Escherichia coli K-12 BW25113,BW25113_0231,0,0.11260834,0.033593096,0.18497181,0.11039108199999999
C018,Escherichia coli K-12 BW25113,BW25113_0232,0,0.75928086,0.6034791,0.418156,0.5936386533333333
C018,Escherichia coli K-12 BW25113,BW25113_0233,0,0.08581619,0.12911332,0.47659308,0.23050753
C018,Escherichia coli K-12 BW25113,BW25113_0234,0,0.15223031,0.05374564,0.17266622,0.12621405666666666
C018,Escherichia coli K-12 BW25113,BW25113_0235,0,0.0693339,0.074579105,0.45097172,0.19829490833333333
C018,Escherichia coli K-12 BW25113,BW25113_0236,0,0.09005313,0.0031578182,0.22731556,0.1068421694
C018,Escherichia coli K-12 BW25113,BW25113_0237,0,0.15078668,0.029683102,0.36106503,0.180511604
C018,Escherichia coli K-12 BW25113,BW25113_0238,0,0.20358315,0.21500047,0.32795256,0.24884539333333333
C018,Escherichia coli K-12 BW25113,BW25113_0239,0,0.02303573,0.0037158276,0.060183983,0.028978513533333333
C018,Escherichia coli K-12 BW25113,BW25113_0240,0,0.30220622,0.060605954,0.2520598,0.2049573246666667
C018,Escherichia coli K-12 BW25113,BW25113_0241,0,0.45460352,0.28435516,0.38150838,0.37348902
C018,Escherichia coli K-12 BW25113,BW25113_0242,0,0.45399228,0.4724356,0.37261537,0.4330144166666667
C018,Escherichia coli K-12 BW25113,BW25113_0243,0,0.36505878,0.49188328,0.40907604,0.4220060333333333
C018,Escherichia coli K-12 BW25113,BW25113_0245,0,0.2953526,0.14132373,0.20798945,0.21488859333333335
C018,Escherichia coli K-12 BW25113,BW25113_0246,0,0.2682566,0.21284465,0.24316333,0.2414215266666667
C018,Escherichia coli K-12 BW25113,BW25113_0247,0,0.051051427,0.004387772,0.013656734,0.023031977666666665
C018,Escherichia coli K-12 BW25113,BW25113_0248,0,0.22007237,0.068375416,0.07186578,0.12010452199999999
C018,Escherichia coli K-12 BW25113,BW25113_0249,0,0.25612742,0.039612763,0.20007914,0.16527310766666667
C018,Escherichia coli K-12 BW25113,BW25113_0250,0,0.12633629,0.027810123,0.11178671,0.08864437433333333
C018,Escherichia coli K-12 BW25113,BW25113_0251,0,0.2709869,0.2996935,0.21154997,0.26074345666666665
C018,Escherichia coli K-12 BW25113,BW25113_0252,0,0.1334281,0.06893328,0.1339814,0.11211425999999998
C018,Escherichia coli K-12 BW25113,BW25113_0253,0,0.03329599,0.00019285077,0.12217489,0.05188791025666667
C018,Escherichia coli K-12 BW25113,BW25113_0254,0,0.19802761,0.02826221,0.093330175,0.10653999833333333
C018,Escherichia coli K-12 BW25113,BW25113_0256,0,0.045111574,0.07512756,0.21213758,0.110792238
C018,Escherichia coli K-12 BW25113,BW25113_0258,0,0.022820594,0.03411997,0.045772567,0.03423771033333333
C018,Escherichia coli K-12 BW25113,BW25113_0259,0,0.04536142,0.01439097,0.16657524,0.07544254333333333
C018,Escherichia coli K-12 BW25113,BW25113_0260,0,0.08308574,0.030126393,0.10561577,0.07294263433333333
C018,Escherichia coli K-12 BW25113,BW25113_0261,0,0.043633442,0.0054014,0.08830123,0.04577869066666667
C018,Escherichia coli K-12 BW25113,BW25113_0262,0,0.1972388,0.08887082,0.18472998,0.15694653333333333
C018,Escherichia coli K-12 BW25113,BW25113_0263,0,0.44558126,0.31332082,0.32414055,0.36101421
C018,Escherichia coli K-12 BW25113,BW25113_0264,0,0.013768986,0.0053167725,0.013961998,0.011015918833333332
C018,Escherichia coli K-12 BW25113,BW25113_0265,0,0.06315875,0.1415822,0.06978969,0.09151021333333333
C018,Escherichia coli K-12 BW25113,BW25113_0266,0,0.30015486,0.13688031,0.30063134,0.2458888366666667
C018,Escherichia coli K-12 BW25113,BW25113_0267,0,0.0021062163,0.013042495,0.12039606,0.045181590433333335
C018,Escherichia coli K-12 BW25113,BW25113_0268,0,0.3531086,0.10044354,0.30030164,0.25128459333333336
C018,Escherichia coli K-12 BW25113,BW25113_0269,0,0.5893704,0.44210574,0.38140088,0.4709590066666667
