file_id,organism,locus_tag,ess,conf,conf_eos,conf_first,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0037,0,0.001215246,0.027755763,4.15332e-05,0.0096708474
C018,Escherichia coli K-12 BW25113,BW25113_0038,0,0.0025409926,0.005630476,0.008657857,0.0056097752
C018,Escherichia coli K-12 BW25113,BW25113_0039,0,0.38235545,0.031225737,0.038714238,0.15076514166666666
C018,Escherichia coli K-12 BW25113,BW25113_0040,0,0.0064067435,0.15168224,0.15969723,0.10592873783333334
C018,Escherichia coli K-12 BW25113,BW25113_0041,0,0.049706396,0.010850505,0.530784,0.19711363366666668
C018,Escherichia coli K-12 BW25113,BW25113_0042,0,0.013084368,0.013080009,0.016453138,0.014205838333333333
C018,Escherichia coli K-12 BW25113,BW25113_0043,0,0.011355342,0.0960736,0.046362042,0.05126366133333333
C018,Escherichia coli K-12 BW25113,BW25113_0044,0,0.0073983236,0.003028307,0.072341114,0.0275892482
C018,Escherichia coli K-12 BW25113,BW25113_0045,0,0.0022627616,0.021256303,0.005296049,0.009605037866666668
C018,Escherichia coli K-12 BW25113,BW25113_0046,0,0.0014062291,0.0006666394,0.06611306,0.022728642833333337
C018,Escherichia coli K-12 BW25113,BW25113_0047,0,0.26635018,0.015784865,0.01359336,0.098576135
C018,Escherichia coli K-12 BW25113,BW25113_0048,1,0.9157466,0.9771375,0.9687881,0.9538907333333334
C018,Escherichia coli K-12 BW25113,BW25113_0049,0,0.0031104276,0.009982854,0.5292155,0.18076959386666666
C018,Escherichia coli K-12 BW25113,BW25113_0050,0,0.0013364422,6.439515e-05,0.012625913,0.0046755834500000005
C018,Escherichia coli K-12 BW25113,BW25113_0051,0,0.2093381,0.43934125,0.062476166,0.23705183866666668
C018,Escherichia coli K-12 BW25113,BW25113_0052,0,0.29747108,0.8636613,0.45043695,0.5371897766666667
C018,Escherichia coli K-12 BW25113,BW25113_0053,0,0.63555145,0.95855194,0.85286605,0.81565648
C018,Escherichia coli K-12 BW25113,BW25113_0054,1,0.994228,0.99156463,0.83328176,0.9396914633333333
C018,Escherichia coli K-12 BW25113,BW25113_0055,0,0.04934157,0.0075876107,0.0022341956,0.019721125433333334
C018,Escherichia coli K-12 BW25113,BW25113_0058,0,0.039744493,0.08613877,0.045677118,0.05718679366666666
C018,Escherichia coli K-12 BW25113,BW25113_0059,0,0.01835515,0.009577901,0.0015742832,0.009835778066666667
C018,Escherichia coli K-12 BW25113,BW25113_0060,0,0.11110657,0.069349214,0.010187486,0.06354775666666666
C018,Escherichia coli K-12 BW25113,BW25113_0061,0,0.0015569445,0.01879509,0.07763855,0.03266352816666667
C018,Escherichia coli K-12 BW25113,BW25113_0064,0,0.0053295023,0.0028405369,0.0006173557,0.0029291316333333334
C018,Escherichia coli K-12 BW25113,BW25113_0065,0,0.056192555,0.0024622083,0.00054124807,0.019732003789999997
C018,Escherichia coli K-12 BW25113,BW25113_0066,0,0.00027830518,0.01480528,0.051147692,0.022077092393333334
C018,Escherichia coli K-12 BW25113,BW25113_0067,0,0.08550158,0.019771565,0.05708316,0.05411876833333334
C018,Escherichia coli K-12 BW25113,BW25113_0068,0,0.005841362,0.09676056,0.0124722915,0.03835807116666667
C018,Escherichia coli K-12 BW25113,BW25113_0069,0,0.032565985,0.20813525,0.19237994,0.14436039166666667
C018,Escherichia coli K-12 BW25113,BW25113_0070,0,0.0030885423,0.031806618,0.4991927,0.17802928676666666
C018,Escherichia coli K-12 BW25113,BW25113_0071,0,0.010216096,0.055457078,0.3094208,0.12503132466666667
C018,Escherichia coli K-12 BW25113,BW25113_0072,0,0.62046343,0.29533505,0.4351931,0.4503305266666667
C018,Escherichia coli K-12 BW25113,BW25113_0073,0,0.30686107,0.15835863,0.038388103,0.16786926766666666
C018,Escherichia coli K-12 BW25113,BW25113_0074,0,0.3253184,0.15618531,0.12759477,0.20303282666666667
C018,Escherichia coli K-12 BW25113,BW25113_0075,0,0.7498754,0.462632,0.86661154,0.6930396466666666
C018,Escherichia coli K-12 BW25113,BW25113_0076,0,0.024148231,0.026611278,0.028495435,0.026418314666666665
C018,Escherichia coli K-12 BW25113,BW25113_0077,0,0.0068647494,0.24594922,0.32375032,0.19218809646666668
C018,Escherichia coli K-12 BW25113,BW25113_0078,0,0.09761205,0.23378257,0.24379638,0.19173033333333334
C018,Escherichia coli K-12 BW25113,BW25113_0080,0,0.0067492714,0.033351317,0.003974874,0.0146918208
C018,Escherichia coli K-12 BW25113,BW25113_0081,0,0.8255354,0.847802,0.7138626,0.7957333333333333
C018,Escherichia coli K-12 BW25113,BW25113_0082,0,0.62204844,0.9077454,0.86196595,0.7972532633333334
C018,Escherichia coli K-12 BW25113,BW25113_0083,1,0.96409047,0.91626704,0.91126233,0.9305399466666667
C018,Escherichia coli K-12 BW25113,BW25113_0084,1,0.93708384,0.9648802,0.99549955,0.9658211966666667
C018,Escherichia coli K-12 BW25113,BW25113_0085,1,0.95855445,0.98006195,0.97033215,0.9696495166666667
C018,Escherichia coli K-12 BW25113,BW25113_0086,1,0.87459946,0.9971392,0.9604011,0.9440465866666666
C018,Escherichia coli K-12 BW25113,BW25113_0087,1,0.982768,0.96745455,0.98882747,0.9796833399999999
C018,Escherichia coli K-12 BW25113,BW25113_0088,1,0.9438681,0.9195468,0.99334586,0.9522535866666667
C018,Escherichia coli K-12 BW25113,BW25113_0089,1,0.99469984,0.99134326,0.982451,0.9894980333333333
C018,Escherichia coli K-12 BW25113,BW25113_0090,1,0.97301483,0.9922495,0.9944094,0.98655791
C018,Escherichia coli K-12 BW25113,BW25113_0091,1,0.9531443,0.99867404,0.98206836,0.9779622333333333
C018,Escherichia coli K-12 BW25113,BW25113_0092,0,0.48875925,0.93061703,0.7752171,0.7315311266666665
C018,Escherichia coli K-12 BW25113,BW25113_0093,1,0.9494305,0.9791428,0.9689443,0.9658392
C018,Escherichia coli K-12 BW25113,BW25113_0094,1,0.9760118,0.97049785,0.98229665,0.9762687666666666
C018,Escherichia coli K-12 BW25113,BW25113_0095,1,0.9144694,0.9858517,0.9642473,0.9548561333333333
C018,Escherichia coli K-12 BW25113,BW25113_0096,1,0.9439103,0.98375213,0.9803069,0.9693231099999999
C018,Escherichia coli K-12 BW25113,BW25113_0097,1,0.68412703,0.16856703,0.28336647,0.3786868433333333
C018,Escherichia coli K-12 BW25113,BW25113_0098,1,0.88737917,0.9180235,0.9619073,0.9224366566666666
C018,Escherichia coli K-12 BW25113,BW25113_0099,0,0.771445,0.22243652,0.86890996,0.6209304933333334
C018,Escherichia coli K-12 BW25113,BW25113_0101,0,0.13861516,0.013596998,0.11359695,0.08860303600000001
C018,Escherichia coli K-12 BW25113,BW25113_0102,0,0.032787103,0.0018907693,0.0915922,0.04209002409999999
C018,Escherichia coli K-12 BW25113,BW25113_0103,0,0.64920837,0.98256314,0.98004514,0.8706055500000001
C018,Escherichia coli K-12 BW25113,BW25113_0104,0,0.26508066,0.20868845,0.4530757,0.30894826999999997
C018,Escherichia coli K-12 BW25113,BW25113_0106,0,0.013898117,0.007494603,0.013745616,0.011712778666666666
C018,Escherichia coli K-12 BW25113,BW25113_0107,0,0.24205199,0.055654928,0.014499614,0.104068844
C018,Escherichia coli K-12 BW25113,BW25113_0108,0,0.00070470775,0.041540384,0.01158239,0.017942493916666667
C018,Escherichia coli K-12 BW25113,BW25113_0109,0,0.25046915,0.2367016,0.32798496,0.27171857
C018,Escherichia coli K-12 BW25113,BW25113_0110,0,0.003317379,0.00026777497,0.2652849,0.08962335132333332
C018,Escherichia coli K-12 BW25113,BW25113_0111,0,0.00026733443,0.09178867,0.0654809,0.05251230147666667
C018,Escherichia coli K-12 BW25113,BW25113_0112,0,0.03400317,0.08113233,0.046905406,0.05401363533333333
C018,Escherichia coli K-12 BW25113,BW25113_0113,0,0.007363486,0.009371588,0.010463442,0.009066171999999999
C018,Escherichia coli K-12 BW25113,BW25113_0114,0,0.72292894,0.8630978,0.7728077,0.7862781466666666
C018,Escherichia coli K-12 BW25113,BW25113_0115,0,0.8752042,0.82255334,0.9499706,0.8825760466666667
C018,Escherichia coli K-12 BW25113,BW25113_0116,0,0.83885235,0.9502063,0.9568347,0.9152977833333332
C018,Escherichia coli K-12 BW25113,BW25113_0117,0,0.023818176,0.019373627,0.013691222,0.018961008333333335
C018,Escherichia coli K-12 BW25113,BW25113_0118,0,0.8502539,0.8895674,0.8252343,0.8550185333333333
C018,Escherichia coli K-12 BW25113,BW25113_0119,0,0.005182219,0.19501644,0.058271796,0.08615681833333333
C018,Escherichia coli K-12 BW25113,BW25113_0120,0,0.16493915,0.045306977,0.014201429,0.074815852
C018,Escherichia coli K-12 BW25113,BW25113_0121,0,0.016339332,0.025354363,0.20699382,0.08289583833333333
C018,Escherichia coli K-12 BW25113,BW25113_0122,0,0.03296562,0.24966882,0.30040878,0.19434774
C018,Escherichia coli K-12 BW25113,BW25113_0123,0,0.0050149737,0.013075694,0.0022679684,0.006786212033333333
C018,Escherichia coli K-12 BW25113,BW25113_0124,0,0.1563069,0.44846985,0.25165588,0.28547754333333336
C018,Escherichia coli K-12 BW25113,BW25113_0125,0,0.073688604,0.22207548,0.07784062,0.12453490133333334
C018,Escherichia coli K-12 BW25113,BW25113_0126,1,0.8690305,0.88298774,0.9608852,0.9043011466666666
C018,Escherichia coli K-12 BW25113,BW25113_0127,0,0.21065597,0.16062,0.25198328,0.20775308333333334
C018,Escherichia coli K-12 BW25113,BW25113_0128,0,0.004389264,0.09446697,0.004601606,0.03448594666666666
C018,Escherichia coli K-12 BW25113,BW25113_0129,0,0.029428821,0.11562227,0.04186707,0.062306053666666666
C018,Escherichia coli K-12 BW25113,BW25113_0130,0,0.2197772,0.06975669,0.029387066,0.10630698533333334
C018,Escherichia coli K-12 BW25113,BW25113_0131,0,0.015953148,0.08898869,0.09605774,0.06699985933333334
C018,Escherichia coli K-12 BW25113,BW25113_0132,0,0.026481979,0.0012705656,0.028323306,0.018691950199999998
C018,Escherichia coli K-12 BW25113,BW25113_0133,0,0.77993304,0.38646844,0.1031642,0.42318856
C018,Escherichia coli K-12 BW25113,BW25113_0134,0,0.3951192,0.77753866,0.15220173,0.4416198633333334
C018,Escherichia coli K-12 BW25113,BW25113_0135,0,0.011371188,0.001725139,0.019594736,0.010897021000000002
C018,Escherichia coli K-12 BW25113,BW25113_0136,0,0.015229945,0.014667809,0.25274253,0.094213428
C018,Escherichia coli K-12 BW25113,BW25113_0137,0,0.0031572178,0.014061227,0.16623929,0.061152578266666674
C018,Escherichia coli K-12 BW25113,BW25113_0138,0,0.030413812,0.008771337,0.05726507,0.032150073
C018,Escherichia coli K-12 BW25113,BW25113_0139,0,0.057798557,0.025696242,0.052872036,0.04545561166666667
C018,Escherichia coli K-12 BW25113,BW25113_0140,0,0.0047266977,0.0007959616,0.11463229,0.04005164976666666
C018,Escherichia coli K-12 BW25113,BW25113_0141,0,0.0061488445,0.00660271,0.02475473,0.012502094833333333
C018,Escherichia coli K-12 BW25113,BW25113_0142,1,0.8480321,0.46763235,0.91984993,0.7451714599999999
C018,Escherichia coli K-12 BW25113,BW25113_0143,0,0.41094747,0.7491806,0.74256927,0.6342324466666666
C018,Escherichia coli K-12 BW25113,BW25113_0144,0,0.08219833,0.1492634,0.30184835,0.17777002666666664
C018,Escherichia coli K-12 BW25113,BW25113_0145,0,0.77786225,0.5916681,0.06695653,0.47882895999999997
C018,Escherichia coli K-12 BW25113,BW25113_0146,0,0.005867983,0.014667258,0.15867308,0.059736107000000004
C018,Escherichia coli K-12 BW25113,BW25113_0147,0,0.040928863,0.003253535,0.19252366,0.07890201933333334
C018,Escherichia coli K-12 BW25113,BW25113_0148,0,0.018613547,0.04533869,0.016149962,0.026700733
C018,Escherichia coli K-12 BW25113,BW25113_0149,0,0.0728172,0.04535249,0.06356587,0.06057852
C018,Escherichia coli K-12 BW25113,BW25113_0150,0,0.039880976,0.0073430105,0.057759333,0.034994439833333335
C018,Escherichia coli K-12 BW25113,BW25113_0151,0,0.13121246,0.15290895,0.09434394,0.12615511666666668
C018,Escherichia coli K-12 BW25113,BW25113_0152,0,0.00078621274,0.0040291375,0.015083626,0.0066329920799999996
C018,Escherichia coli K-12 BW25113,BW25113_0153,0,0.18456581,0.22050266,0.08147263,0.16218036666666666
C018,Escherichia coli K-12 BW25113,BW25113_0154,1,0.45616025,0.8060346,0.8497104,0.7039684166666667
C018,Escherichia coli K-12 BW25113,BW25113_0155,0,0.01545179,0.02377018,0.23888233,0.09270143333333332
C018,Escherichia coli K-12 BW25113,BW25113_0156,1,0.80394113,0.96438485,0.89649695,0.8882743099999999
C018,Escherichia coli K-12 BW25113,BW25113_0157,0,0.03683289,0.04188626,0.0020869183,0.026935356100000002
C018,Escherichia coli K-12 BW25113,BW25113_0158,0,0.0095600765,0.0020389112,0.009207195,0.006935394233333334
C018,Escherichia coli K-12 BW25113,BW25113_0159,0,0.8305531,0.75637394,0.48643103,0.6911193566666666
C018,Escherichia coli K-12 BW25113,BW25113_0160,0,0.015507527,0.18927497,0.03338727,0.07938992233333332
C018,Escherichia coli K-12 BW25113,BW25113_0161,0,0.28247818,0.019041242,0.2075594,0.16969294066666665
C018,Escherichia coli K-12 BW25113,BW25113_0162,0,0.0974669,0.25668955,0.028712574,0.12762300799999998
C018,Escherichia coli K-12 BW25113,BW25113_0163,0,0.02863978,0.2170576,0.086731896,0.11080975866666666
C018,Escherichia coli K-12 BW25113,BW25113_0164,0,0.122184515,0.53218096,0.29893115,0.3177655416666667
C018,Escherichia coli K-12 BW25113,BW25113_0166,1,0.6921077,0.89587635,0.9385097,0.8421645833333334
C018,Escherichia coli K-12 BW25113,BW25113_0167,0,0.2404108,0.67040634,0.50483173,0.4718829566666667
C018,Escherichia coli K-12 BW25113,BW25113_0168,1,0.83712846,0.7478906,0.9314478,0.8388222866666667
C018,Escherichia coli K-12 BW25113,BW25113_0169,1,0.95414984,0.94723916,0.96976566,0.9570515533333334
C018,Escherichia coli K-12 BW25113,BW25113_0170,1,0.93450266,0.9607964,0.9530472,0.9494487533333333
C018,Escherichia coli K-12 BW25113,BW25113_0171,1,0.9859439,0.9788679,0.97835577,0.9810558566666666
C018,Escherichia coli K-12 BW25113,BW25113_0172,1,0.9863739,0.95271254,0.947972,0.9623528133333333
C018,Escherichia coli K-12 BW25113,BW25113_0173,1,0.95063925,0.9913015,0.97906053,0.9736670933333333
C018,Escherichia coli K-12 BW25113,BW25113_0174,1,0.9459329,0.93181056,0.9687593,0.9488342533333333
C018,Escherichia coli K-12 BW25113,BW25113_0175,1,0.9885261,0.9236846,0.9779407,0.9633837999999999
C018,Escherichia coli K-12 BW25113,BW25113_0176,1,0.92151135,0.91310424,0.96199214,0.9322025766666666
C018,Escherichia coli K-12 BW25113,BW25113_0177,1,0.9598605,0.9417593,0.9703516,0.9573238000000001
C018,Escherichia coli K-12 BW25113,BW25113_0178,0,0.9316046,0.9767045,0.72590566,0.8780715866666666
C018,Escherichia coli K-12 BW25113,BW25113_0179,1,0.953459,0.99280167,0.9563211,0.9675272566666667
C018,Escherichia coli K-12 BW25113,BW25113_0180,1,0.9922118,0.98101085,0.96998525,0.9810693
C018,Escherichia coli K-12 BW25113,BW25113_0181,1,0.97513425,0.95849943,0.9883039,0.9739791933333333
C018,Escherichia coli K-12 BW25113,BW25113_0182,1,0.89984035,0.938322,0.98323303,0.9404651266666666
C018,Escherichia coli K-12 BW25113,BW25113_0183,0,0.34346572,0.28878447,0.2976258,0.30995866333333333
C018,Escherichia coli K-12 BW25113,BW25113_0184,1,0.93052906,0.98935914,0.90669274,0.9421936466666666
C018,Escherichia coli K-12 BW25113,BW25113_0185,1,0.8108185,0.9719,0.99550503,0.92607451
C018,Escherichia coli K-12 BW25113,BW25113_0186,0,0.001672481,0.06224052,0.0041981097,0.022703703566666664
C018,Escherichia coli K-12 BW25113,BW25113_0187,0,0.0012824422,0.00083247555,0.028165633,0.010093516916666666
C018,Escherichia coli K-12 BW25113,BW25113_0188,1,0.96670735,0.96970147,0.5578375,0.8314154400000001
C018,Escherichia coli K-12 BW25113,BW25113_0189,0,0.03240272,0.15460487,0.022643095,0.06988356166666666
C018,Escherichia coli K-12 BW25113,BW25113_0190,0,0.0069377376,0.004812951,0.075641535,0.0291307412
C018,Escherichia coli K-12 BW25113,BW25113_0191,0,0.04581947,0.46545577,0.0481344,0.18646988
C018,Escherichia coli K-12 BW25113,BW25113_0192,0,0.022700688,0.080147415,0.003285499,0.035377867333333333
C018,Escherichia coli K-12 BW25113,BW25113_0193,0,0.005257542,0.0032233023,0.009278957,0.005919933766666666
C018,Escherichia coli K-12 BW25113,BW25113_0194,1,0.9395165,0.9796744,0.91652644,0.9452391133333333
C018,Escherichia coli K-12 BW25113,BW25113_0195,0,0.015153882,0.074512094,0.015861193,0.035175723
C018,Escherichia coli K-12 BW25113,BW25113_0196,0,0.00013695001,0.024773391,0.019577945,0.01482942867
C018,Escherichia coli K-12 BW25113,BW25113_0197,0,0.16620208,0.0211299,0.17214306,0.11982501333333333
C018,Escherichia coli K-12 BW25113,BW25113_0198,0,0.0010841654,0.003678098,0.007113506,0.0039585898
C018,Escherichia coli K-12 BW25113,BW25113_0199,0,0.26840368,0.03218747,0.16332692,0.15463935666666664
C018,Escherichia coli K-12 BW25113,BW25113_0200,0,0.10486919,0.14437118,0.5385298,0.2625900566666666
C018,Escherichia coli K-12 BW25113,BW25113_0207,0,0.030123267,0.016445152,0.092207216,0.046258545000000005
C018,Escherichia coli K-12 BW25113,BW25113_0208,0,0.20987159,0.13252749,0.09105595,0.14448501
C018,Escherichia coli K-12 BW25113,BW25113_0209,0,0.06809375,0.017566314,0.0018851731,0.029181745699999997
C018,Escherichia coli K-12 BW25113,BW25113_0210,0,0.022127222,0.0072341436,0.109871775,0.046411046866666666
C018,Escherichia coli K-12 BW25113,BW25113_0211,0,0.23121668,0.19754727,0.0023741676,0.14371270586666665
C018,Escherichia coli K-12 BW25113,BW25113_0212,0,0.14519079,0.3426793,0.0058209775,0.16456368916666667
C018,Escherichia coli K-12 BW25113,BW25113_0213,0,0.001521063,0.08836591,0.029184647,0.03969054
C018,Escherichia coli K-12 BW25113,BW25113_0214,0,0.57226616,0.59507155,0.32878247,0.49870672666666666
C018,Escherichia coli K-12 BW25113,BW25113_0215,0,0.78135294,0.9448811,0.923524,0.88325268
C018,Escherichia coli K-12 BW25113,BW25113_0217,0,0.023639979,0.2514317,0.42450395,0.2331918763333333
C018,Escherichia coli K-12 BW25113,BW25113_0218,0,0.011381796,0.15525758,0.2615085,0.14271595866666667
C018,Escherichia coli K-12 BW25113,BW25113_0219,0,0.009100104,0.0070054173,0.36085844,0.12565465376666665
C018,Escherichia coli K-12 BW25113,BW25113_0220,0,0.0016267395,0.118152335,0.045694683,0.05515791916666666
C018,Escherichia coli K-12 BW25113,BW25113_0221,0,0.06467718,0.06007693,0.0054619703,0.043405360100000005
C018,Escherichia coli K-12 BW25113,BW25113_0222,0,0.77554953,0.9017127,0.92208415,0.8664487933333334
C018,Escherichia coli K-12 BW25113,BW25113_0223,0,0.017582763,0.18248715,0.0020037403,0.06735788443333333
C018,Escherichia coli K-12 BW25113,BW25113_0224,0,0.052548885,0.015363676,0.3106475,0.126186687
C018,Escherichia coli K-12 BW25113,BW25113_0225,0,0.30853376,0.03481399,0.08917645,0.14417473333333333
C018,Escherichia coli K-12 BW25113,BW25113_0226,0,0.027095808,0.6940596,0.08373078,0.268295396
C018,Escherichia coli K-12 BW25113,BW25113_0227,0,0.07114578,0.00054483657,0.03871155,0.03680072219
C018,Escherichia coli K-12 BW25113,BW25113_0228,0,0.23215145,2.0137413e-05,0.0075036283,0.079891738571
C018,Escherichia coli K-12 BW25113,BW25113_0229,0,0.18241504,0.04274724,0.02237981,0.08251403
C018,Escherichia coli K-12 BW25113,BW25113_0230,0,0.3496986,0.06781336,0.26179492,0.22643562666666664
C018,Escherichia coli K-12 BW25113,BW25113_0231,0,0.05787238,0.037346955,0.010520768,0.035246701
C018,Escherichia coli K-12 BW25113,BW25113_0232,0,0.7494253,0.52617013,0.12224088,0.4659454366666667
C018,Escherichia coli K-12 BW25113,BW25113_0233,0,0.26326743,0.3152501,0.25437343,0.27763032000000004
C018,Escherichia coli K-12 BW25113,BW25113_0234,0,0.0695877,0.0049083764,0.041089162,0.0385284128
C018,Escherichia coli K-12 BW25113,BW25113_0235,0,0.0047514304,0.024271535,0.10837036,0.04579777513333333
C018,Escherichia coli K-12 BW25113,BW25113_0236,0,0.0027733832,0.015972981,0.065080225,0.027942196400000004
C018,Escherichia coli K-12 BW25113,BW25113_0237,0,0.037875663,0.16761999,0.4533517,0.21961578433333337
C018,Escherichia coli K-12 BW25113,BW25113_0238,0,0.29540694,0.09271768,0.48546427,0.29119629666666663
C018,Escherichia coli K-12 BW25113,BW25113_0239,0,0.00041223617,0.02809305,0.0101277055,0.012877663890000002
C018,Escherichia coli K-12 BW25113,BW25113_0240,0,0.063975215,0.23351079,0.1977037,0.165063235
C018,Escherichia coli K-12 BW25113,BW25113_0241,0,0.3590644,0.05725224,0.48445883,0.30025849
C018,Escherichia coli K-12 BW25113,BW25113_0242,0,0.14033146,0.02555878,0.20749159,0.12446061000000001
C018,Escherichia coli K-12 BW25113,BW25113_0243,0,0.11673053,0.28940636,0.015145829,0.140427573
C018,Escherichia coli K-12 BW25113,BW25113_0245,0,0.036630433,0.37174925,0.15957144,0.18931704100000002
C018,Escherichia coli K-12 BW25113,BW25113_0246,0,0.045606527,0.13488324,0.53354037,0.23801004566666664
C018,Escherichia coli K-12 BW25113,BW25113_0247,0,0.052461613,0.026003651,0.03346083,0.037308697999999994
C018,Escherichia coli K-12 BW25113,BW25113_0248,0,0.03194197,0.14109486,0.011576816,0.06153788199999999
C018,Escherichia coli K-12 BW25113,BW25113_0249,0,0.032982867,0.24764203,0.060600203,0.11374170000000002
C018,Escherichia coli K-12 BW25113,BW25113_0250,0,0.070609696,0.04747659,0.00920089,0.042429058666666665
C018,Escherichia coli K-12 BW25113,BW25113_0251,0,0.16056025,0.11249146,0.5015358,0.2581958366666666
C018,Escherichia coli K-12 BW25113,BW25113_0252,0,0.041692927,0.23645873,0.0888998,0.12235048566666666
C018,Escherichia coli K-12 BW25113,BW25113_0253,0,0.06755216,0.14379202,0.039330702,0.08355829399999999
C018,Escherichia coli K-12 BW25113,BW25113_0254,0,0.023321383,0.004701013,0.00095551345,0.009659303150000001
C018,Escherichia coli K-12 BW25113,BW25113_0256,0,0.009785465,0.0016638775,0.00077654124,0.00407529458
C018,Escherichia coli K-12 BW25113,BW25113_0258,0,7.195297e-05,0.01646565,4.3738455e-05,0.005527113808333334
C018,Escherichia coli K-12 BW25113,BW25113_0259,0,0.0055538313,0.00088017044,0.113267705,0.03990056891333333
C018,Escherichia coli K-12 BW25113,BW25113_0260,0,0.03930752,0.28619674,0.29391676,0.20647367333333333
C018,Escherichia coli K-12 BW25113,BW25113_0261,0,0.05459508,0.07673221,0.05966164,0.06366297666666666
C018,Escherichia coli K-12 BW25113,BW25113_0262,0,0.019705301,0.5366019,0.6322645,0.39619056699999994
C018,Escherichia coli K-12 BW25113,BW25113_0263,0,0.03345378,0.108898394,0.0036923566,0.0486815102
C018,Escherichia coli K-12 BW25113,BW25113_0264,0,0.2775575,0.110663205,0.07794595,0.155388885
C018,Escherichia coli K-12 BW25113,BW25113_0265,0,0.007883689,0.0026280957,0.0048382045,0.005116663066666667
C018,Escherichia coli K-12 BW25113,BW25113_0266,0,0.36251372,0.27757376,0.28728572,0.3091244
C018,Escherichia coli K-12 BW25113,BW25113_0267,0,0.0031259658,0.0022659882,0.002752322,0.002714758666666667
C018,Escherichia coli K-12 BW25113,BW25113_0268,0,0.0072241714,0.20718913,0.24814376,0.15418568713333333
C018,Escherichia coli K-12 BW25113,BW25113_0269,0,0.19033039,0.13740383,0.03752342,0.12175254666666664
