file_id,organism,locus_tag,ess,conf,conf_eos,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,0.11113099,0.26473662,0.18793380499999998
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.2498359,0.36044422,0.30514006
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.22598226,0.3521379,0.28906008
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.38554654,0.34554932,0.36554792999999997
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.27850533,0.30184394,0.29017463499999996
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.36580232,0.4136379,0.38972011
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,0.09794156,0.076481394,0.087211477
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.3070608,0.28017116,0.29361598
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.177305,0.15536705,0.166336025
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.31810293,0.19013849,0.25412071
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.021013614,0.18961018,0.10531189699999999
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,0.015791103,0.0830019,0.0493965015
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.81017417,0.83718985,0.82368201
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.75381523,0.6323427,0.693078965
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,0.18578716,0.11294807,0.149367615
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.22065951,0.3223817,0.27152060499999997
C018,Escherichia coli K-12 BW25113,BW25113_0019,0,0.23665181,0.38662267,0.31163724
C018,Escherichia coli K-12 BW25113,BW25113_0020,0,0.21335204,0.16339768,0.18837485999999998
C018,Escherichia coli K-12 BW25113,BW25113_0021,0,0.013479558,0.015229186,0.014354372
C018,Escherichia coli K-12 BW25113,BW25113_0022,0,0.06800281,0.07103875,0.06952078
C018,Escherichia coli K-12 BW25113,BW25113_0023,0,0.7640917,0.75983375,0.7619627250000001
C018,Escherichia coli K-12 BW25113,BW25113_0024,0,0.4624262,0.37686688,0.41964654
C018,Escherichia coli K-12 BW25113,BW25113_0025,1,0.8341869,0.7659949,0.8000909
C018,Escherichia coli K-12 BW25113,BW25113_0026,0,0.88204074,0.94041383,0.911227285
C018,Escherichia coli K-12 BW25113,BW25113_0027,1,0.8314122,0.8765294,0.8539708
C018,Escherichia coli K-12 BW25113,BW25113_0028,0,0.63287324,0.44835955,0.540616395
C018,Escherichia coli K-12 BW25113,BW25113_0029,1,0.9041894,0.74545616,0.8248227800000001
C018,Escherichia coli K-12 BW25113,BW25113_0030,0,0.1179631,0.061290096,0.089626598
C018,Escherichia coli K-12 BW25113,BW25113_0031,1,0.8983999,0.8054907,0.8519453
C018,Escherichia coli K-12 BW25113,BW25113_0032,0,0.6266344,0.6024752,0.6145548000000001
C018,Escherichia coli K-12 BW25113,BW25113_0033,0,0.6447327,0.5730851,0.6089089000000001
C018,Escherichia coli K-12 BW25113,BW25113_0034,0,0.41083032,0.4831608,0.44699556
C018,Escherichia coli K-12 BW25113,BW25113_0035,0,0.3032444,0.35382354,0.32853397
C018,Escherichia coli K-12 BW25113,BW25113_0036,0,0.18163905,0.06918536,0.125412205
C018,Escherichia coli K-12 BW25113,BW25113_0037,0,0.104700714,0.18970259,0.14720165200000002
C018,Escherichia coli K-12 BW25113,BW25113_0038,0,0.06223288,0.08413773,0.07318530499999999
C018,Escherichia coli K-12 BW25113,BW25113_0039,0,0.4517371,0.2237269,0.33773200000000003
C018,Escherichia coli K-12 BW25113,BW25113_0040,0,0.29752132,0.34389123,0.320706275
C018,Escherichia coli K-12 BW25113,BW25113_0041,0,0.2372207,0.07996775,0.158594225
C018,Escherichia coli K-12 BW25113,BW25113_0042,0,0.26431623,0.16159657,0.2129564
C018,Escherichia coli K-12 BW25113,BW25113_0043,0,0.35535505,0.15193984,0.253647445
C018,Escherichia coli K-12 BW25113,BW25113_0044,0,0.080189146,0.4667157,0.273452423
C018,Escherichia coli K-12 BW25113,BW25113_0045,0,0.14093466,0.12506512,0.13299989
C018,Escherichia coli K-12 BW25113,BW25113_0046,0,0.011391581,0.12730803,0.0693498055
C018,Escherichia coli K-12 BW25113,BW25113_0047,0,0.09885694,0.45293882,0.27589788000000004
C018,Escherichia coli K-12 BW25113,BW25113_0048,1,0.86255544,0.7254923,0.79402387
C018,Escherichia coli K-12 BW25113,BW25113_0049,0,0.058563523,0.17291003,0.1157367765
C018,Escherichia coli K-12 BW25113,BW25113_0050,0,0.023550099,0.05819894,0.0408745195
C018,Escherichia coli K-12 BW25113,BW25113_0051,0,0.6381509,0.61645615,0.627303525
C018,Escherichia coli K-12 BW25113,BW25113_0052,0,0.57080716,0.77582854,0.67331785
C018,Escherichia coli K-12 BW25113,BW25113_0053,0,0.6817356,0.6048003,0.64326795
C018,Escherichia coli K-12 BW25113,BW25113_0054,1,0.93835986,0.8919827,0.91517128
C018,Escherichia coli K-12 BW25113,BW25113_0055,0,0.11004509,0.2898606,0.19995284500000002
C018,Escherichia coli K-12 BW25113,BW25113_0058,0,0.074843675,0.37651825,0.2256809625
C018,Escherichia coli K-12 BW25113,BW25113_0059,0,0.36959794,0.41092056,0.39025925
C018,Escherichia coli K-12 BW25113,BW25113_0060,0,0.27986178,0.24008268,0.25997223
C018,Escherichia coli K-12 BW25113,BW25113_0061,0,0.060410354,0.14903769,0.104724022
C018,Escherichia coli K-12 BW25113,BW25113_0064,0,0.04540042,0.054621965,0.050011192499999996
C018,Escherichia coli K-12 BW25113,BW25113_0065,0,0.077194974,0.18681939,0.132007182
C018,Escherichia coli K-12 BW25113,BW25113_0066,0,0.047933027,0.08346269,0.06569785850000001
C018,Escherichia coli K-12 BW25113,BW25113_0067,0,0.14434877,0.34869424,0.24652150499999997
C018,Escherichia coli K-12 BW25113,BW25113_0068,0,0.03544733,0.024433635,0.029940482499999997
C018,Escherichia coli K-12 BW25113,BW25113_0069,0,0.14520665,0.2242467,0.184726675
C018,Escherichia coli K-12 BW25113,BW25113_0070,0,0.11948261,0.21561386,0.167548235
C018,Escherichia coli K-12 BW25113,BW25113_0071,0,0.59076536,0.34632832,0.46854684
C018,Escherichia coli K-12 BW25113,BW25113_0072,0,0.4981397,0.49625012,0.49719491000000005
C018,Escherichia coli K-12 BW25113,BW25113_0073,0,0.4172316,0.40043926,0.40883543
C018,Escherichia coli K-12 BW25113,BW25113_0074,0,0.39640933,0.53631127,0.4663603
C018,Escherichia coli K-12 BW25113,BW25113_0075,0,0.65125465,0.46371514,0.557484895
C018,Escherichia coli K-12 BW25113,BW25113_0076,0,0.14287241,0.053900577,0.0983864935
C018,Escherichia coli K-12 BW25113,BW25113_0077,0,0.39402124,0.25864604,0.32633364
C018,Escherichia coli K-12 BW25113,BW25113_0078,0,0.42753404,0.3774495,0.40249177
C018,Escherichia coli K-12 BW25113,BW25113_0080,0,0.15933658,0.16534705,0.162341815
C018,Escherichia coli K-12 BW25113,BW25113_0081,0,0.7403386,0.59206134,0.66619997
C018,Escherichia coli K-12 BW25113,BW25113_0082,0,0.7710102,0.63803786,0.70452403
C018,Escherichia coli K-12 BW25113,BW25113_0083,1,0.9245738,0.8945383,0.90955605
C018,Escherichia coli K-12 BW25113,BW25113_0084,1,0.8968467,0.8809232,0.88888495
C018,Escherichia coli K-12 BW25113,BW25113_0085,1,0.8320253,0.7904226,0.81122395
C018,Escherichia coli K-12 BW25113,BW25113_0086,1,0.86515933,0.82758325,0.84637129
C018,Escherichia coli K-12 BW25113,BW25113_0087,1,0.915622,0.90403146,0.90982673
C018,Escherichia coli K-12 BW25113,BW25113_0088,1,0.86899793,0.82580256,0.847400245
C018,Escherichia coli K-12 BW25113,BW25113_0089,1,0.85077065,0.86728895,0.8590298
C018,Escherichia coli K-12 BW25113,BW25113_0090,1,0.93734545,0.8130569,0.8752011749999999
C018,Escherichia coli K-12 BW25113,BW25113_0091,1,0.8530324,0.7180893,0.78556085
C018,Escherichia coli K-12 BW25113,BW25113_0092,0,0.745982,0.63210094,0.68904147
C018,Escherichia coli K-12 BW25113,BW25113_0093,1,0.8502244,0.85763633,0.853930365
C018,Escherichia coli K-12 BW25113,BW25113_0094,1,0.9138556,0.89541924,0.90463742
C018,Escherichia coli K-12 BW25113,BW25113_0095,1,0.92010516,0.81354696,0.86682606
C018,Escherichia coli K-12 BW25113,BW25113_0096,1,0.8248993,0.90075976,0.86282953
C018,Escherichia coli K-12 BW25113,BW25113_0097,1,0.009803409,0.12362909,0.0667162495
C018,Escherichia coli K-12 BW25113,BW25113_0098,1,0.90271235,0.90108997,0.90190116
C018,Escherichia coli K-12 BW25113,BW25113_0099,0,0.4051534,0.35455492,0.37985416
C018,Escherichia coli K-12 BW25113,BW25113_0101,0,0.26470217,0.46366712,0.36418464500000003
C018,Escherichia coli K-12 BW25113,BW25113_0102,0,0.08989435,0.13932887,0.11461161
C018,Escherichia coli K-12 BW25113,BW25113_0103,0,0.9177574,0.87110287,0.8944301349999999
C018,Escherichia coli K-12 BW25113,BW25113_0104,0,0.52488804,0.4179112,0.47139962
C018,Escherichia coli K-12 BW25113,BW25113_0106,0,0.16670695,0.24929057,0.20799876
C018,Escherichia coli K-12 BW25113,BW25113_0107,0,0.13609211,0.059108205,0.09760015749999999
C018,Escherichia coli K-12 BW25113,BW25113_0108,0,0.0038064576,0.03072957,0.0172680138
C018,Escherichia coli K-12 BW25113,BW25113_0109,0,0.23519348,0.42275465,0.32897406500000004
C018,Escherichia coli K-12 BW25113,BW25113_0110,0,0.0021308183,0.0762702,0.03920050915
C018,Escherichia coli K-12 BW25113,BW25113_0111,0,0.107112795,0.12341406,0.1152634275
C018,Escherichia coli K-12 BW25113,BW25113_0112,0,0.13038187,0.10019984,0.115290855
C018,Escherichia coli K-12 BW25113,BW25113_0113,0,0.14491767,0.11638062,0.130649145
C018,Escherichia coli K-12 BW25113,BW25113_0114,0,0.85079145,0.63646173,0.74362659
C018,Escherichia coli K-12 BW25113,BW25113_0115,0,0.85230637,0.70442367,0.77836502
C018,Escherichia coli K-12 BW25113,BW25113_0116,0,0.8060747,0.82310236,0.81458853
C018,Escherichia coli K-12 BW25113,BW25113_0117,0,0.03817232,0.14283814,0.09050523
C018,Escherichia coli K-12 BW25113,BW25113_0118,0,0.73852545,0.4245908,0.581558125
C018,Escherichia coli K-12 BW25113,BW25113_0119,0,0.058411803,0.11978841,0.0891001065
C018,Escherichia coli K-12 BW25113,BW25113_0120,0,0.2613394,0.17627428,0.21880684
C018,Escherichia coli K-12 BW25113,BW25113_0121,0,0.012972639,0.09908047,0.0560265545
C018,Escherichia coli K-12 BW25113,BW25113_0122,0,0.20763643,0.15592326,0.181779845
C018,Escherichia coli K-12 BW25113,BW25113_0123,0,0.14724201,0.27843547,0.21283874000000003
C018,Escherichia coli K-12 BW25113,BW25113_0124,0,0.36573556,0.38744557,0.376590565
C018,Escherichia coli K-12 BW25113,BW25113_0125,0,0.409135,0.5469882,0.47806160000000003
C018,Escherichia coli K-12 BW25113,BW25113_0126,1,0.7448426,0.40222448,0.57353354
C018,Escherichia coli K-12 BW25113,BW25113_0127,0,0.2922427,0.52241117,0.40732693500000006
C018,Escherichia coli K-12 BW25113,BW25113_0128,0,0.09541289,0.25465828,0.175035585
C018,Escherichia coli K-12 BW25113,BW25113_0129,0,0.018201951,0.08263068,0.0504163155
C018,Escherichia coli K-12 BW25113,BW25113_0130,0,0.09589394,0.23004659,0.162970265
C018,Escherichia coli K-12 BW25113,BW25113_0131,0,0.24580175,0.14960878,0.19770526500000002
C018,Escherichia coli K-12 BW25113,BW25113_0132,0,0.030123949,0.20729885,0.11871139950000001
C018,Escherichia coli K-12 BW25113,BW25113_0133,0,0.6168155,0.60650474,0.61166012
C018,Escherichia coli K-12 BW25113,BW25113_0134,0,0.6516317,0.72104406,0.68633788
C018,Escherichia coli K-12 BW25113,BW25113_0135,0,0.21500055,0.17858289,0.19679172
C018,Escherichia coli K-12 BW25113,BW25113_0136,0,0.03273625,0.068108924,0.050422587000000005
C018,Escherichia coli K-12 BW25113,BW25113_0137,0,0.0146665685,0.07782542,0.046245994250000005
C018,Escherichia coli K-12 BW25113,BW25113_0138,0,0.07698291,0.13756765,0.10727528
C018,Escherichia coli K-12 BW25113,BW25113_0139,0,0.07541455,0.24742097,0.16141776
C018,Escherichia coli K-12 BW25113,BW25113_0140,0,0.110329375,0.092742726,0.1015360505
C018,Escherichia coli K-12 BW25113,BW25113_0141,0,0.033849142,0.054826237,0.0443376895
C018,Escherichia coli K-12 BW25113,BW25113_0142,1,0.58872986,0.6877509,0.63824038
C018,Escherichia coli K-12 BW25113,BW25113_0143,0,0.536872,0.64000154,0.5884367699999999
C018,Escherichia coli K-12 BW25113,BW25113_0144,0,0.27823108,0.3337765,0.30600379
C018,Escherichia coli K-12 BW25113,BW25113_0145,0,0.7716917,0.477615,0.62465335
C018,Escherichia coli K-12 BW25113,BW25113_0146,0,0.07704054,0.17875786,0.1278992
C018,Escherichia coli K-12 BW25113,BW25113_0147,0,0.12676185,0.221038,0.173899925
C018,Escherichia coli K-12 BW25113,BW25113_0148,0,0.44856486,0.5464996,0.49753223
C018,Escherichia coli K-12 BW25113,BW25113_0149,0,0.5575387,0.42965987,0.49359928500000005
C018,Escherichia coli K-12 BW25113,BW25113_0150,0,0.027592978,0.13961521,0.08360409399999999
C018,Escherichia coli K-12 BW25113,BW25113_0151,0,0.1826945,0.25273034,0.21771242000000002
C018,Escherichia coli K-12 BW25113,BW25113_0152,0,0.11893633,0.15048492,0.134710625
C018,Escherichia coli K-12 BW25113,BW25113_0153,0,0.32629007,0.35441813,0.3403541
C018,Escherichia coli K-12 BW25113,BW25113_0154,1,0.7720558,0.55154395,0.661799875
C018,Escherichia coli K-12 BW25113,BW25113_0155,0,0.16210304,0.2274075,0.19475527
C018,Escherichia coli K-12 BW25113,BW25113_0156,1,0.8722112,0.76947975,0.820845475
C018,Escherichia coli K-12 BW25113,BW25113_0157,0,0.30669966,0.19086881,0.248784235
C018,Escherichia coli K-12 BW25113,BW25113_0158,0,0.14760497,0.36913696,0.258370965
C018,Escherichia coli K-12 BW25113,BW25113_0159,0,0.7273316,0.63773257,0.6825320850000001
C018,Escherichia coli K-12 BW25113,BW25113_0160,0,0.07589625,0.29060984,0.183253045
C018,Escherichia coli K-12 BW25113,BW25113_0161,0,0.2533129,0.30766866,0.28049078
C018,Escherichia coli K-12 BW25113,BW25113_0162,0,0.18053865,0.1369877,0.15876317499999998
C018,Escherichia coli K-12 BW25113,BW25113_0163,0,0.09089866,0.39268512,0.24179189
C018,Escherichia coli K-12 BW25113,BW25113_0164,0,0.14118144,0.33233953,0.236760485
C018,Escherichia coli K-12 BW25113,BW25113_0166,1,0.893977,0.69769716,0.7958370800000001
C018,Escherichia coli K-12 BW25113,BW25113_0167,0,0.30780554,0.37158832,0.33969693
C018,Escherichia coli K-12 BW25113,BW25113_0168,1,0.9022473,0.61930496,0.76077613
C018,Escherichia coli K-12 BW25113,BW25113_0169,1,0.94148016,0.77760553,0.859542845
C018,Escherichia coli K-12 BW25113,BW25113_0170,1,0.91553783,0.77479255,0.84516519
C018,Escherichia coli K-12 BW25113,BW25113_0171,1,0.9366762,0.8377753,0.88722575
C018,Escherichia coli K-12 BW25113,BW25113_0172,1,0.96383965,0.8892179,0.926528775
C018,Escherichia coli K-12 BW25113,BW25113_0173,1,0.8289743,0.86075586,0.84486508
C018,Escherichia coli K-12 BW25113,BW25113_0174,1,0.84317625,0.852928,0.8480521249999999
C018,Escherichia coli K-12 BW25113,BW25113_0175,1,0.9241697,0.84253865,0.883354175
C018,Escherichia coli K-12 BW25113,BW25113_0176,1,0.81385386,0.7505389,0.78219638
C018,Escherichia coli K-12 BW25113,BW25113_0177,1,0.88461316,0.932151,0.90838208
C018,Escherichia coli K-12 BW25113,BW25113_0178,0,0.6549468,0.78078204,0.71786442
C018,Escherichia coli K-12 BW25113,BW25113_0179,1,0.92783755,0.820151,0.873994275
C018,Escherichia coli K-12 BW25113,BW25113_0180,1,0.95097065,0.75667685,0.85382375
