file_id,organism,locus_tag,ess,conf,conf_bos,conf_first,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,0.0028065036,0.008156974,0.1841545,0.06503932586666666
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.057683915,0.33370116,0.30965227,0.23367911500000002
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.013576944,0.009637384,0.011370464,0.011528264000000002
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.5155601,0.44509408,0.72495395,0.5618693766666666
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.005335719,0.016065588,0.02778585,0.016395719
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.029885553,0.1189189,0.03652062,0.06177502433333334
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,0.010686471,0.0663363,0.000791538,0.025938103
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.08513819,0.13221005,0.088201016,0.101849752
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.0478353,0.0826022,0.4801474,0.2035283
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.023725843,0.0031050872,0.06639679,0.031075906733333335
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.0024890455,0.0015617143,0.012204867,0.005418542266666666
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,0.0026131421,5.5484485e-05,0.006251838,0.002973488195
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.92819536,0.9522284,0.8841402,0.9215213200000001
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.8788647,0.8954723,0.72377735,0.8327047833333333
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,0.00039715538,0.00031984635,0.00018526442,0.0003007553833333333
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.0027508289,0.008692952,0.096231215,0.0358916653
C018,Escherichia coli K-12 BW25113,BW25113_0019,0,0.12354145,0.03405475,0.16303779,0.10687799666666666
C018,Escherichia coli K-12 BW25113,BW25113_0020,0,0.06539698,0.023130639,0.02355563,0.037361082999999996
C018,Escherichia coli K-12 BW25113,BW25113_0021,0,0.03318478,0.39593843,5.5997592e-05,0.14305973586399998
C018,Escherichia coli K-12 BW25113,BW25113_0022,0,0.08296162,0.03701839,0.027999837,0.049326615666666664
C018,Escherichia coli K-12 BW25113,BW25113_0023,0,0.88960636,0.93389374,0.88274443,0.90208151
C018,Escherichia coli K-12 BW25113,BW25113_0024,0,0.39735615,0.11205685,0.14758241,0.21899846999999997
C018,Escherichia coli K-12 BW25113,BW25113_0025,1,0.9688709,0.98325586,0.96517944,0.9724354000000001
C018,Escherichia coli K-12 BW25113,BW25113_0026,0,0.98907673,0.99463993,0.985502,0.9897395533333332
C018,Escherichia coli K-12 BW25113,BW25113_0027,1,0.9777616,0.9856839,0.7782213,0.9138889333333333
C018,Escherichia coli K-12 BW25113,BW25113_0028,0,0.13695194,0.3144984,0.20509936,0.2188499
C018,Escherichia coli K-12 BW25113,BW25113_0029,1,0.81690973,0.86610484,0.98598844,0.88966767
C018,Escherichia coli K-12 BW25113,BW25113_0030,0,0.13255906,0.0030884352,0.019874662,0.05184071906666667
C018,Escherichia coli K-12 BW25113,BW25113_0031,1,0.9450548,0.9774399,0.9924867,0.9716604666666667
C018,Escherichia coli K-12 BW25113,BW25113_0032,0,0.6526708,0.4719384,0.06517403,0.39659441000000006
C018,Escherichia coli K-12 BW25113,BW25113_0033,0,0.6072535,0.7860138,0.47649446,0.62325392
C018,Escherichia coli K-12 BW25113,BW25113_0034,0,0.06755967,0.04482489,0.49885258,0.20374571333333333
C018,Escherichia coli K-12 BW25113,BW25113_0035,0,0.039856136,0.0029406587,0.08187694,0.04155791156666667
C018,Escherichia coli K-12 BW25113,BW25113_0036,0,0.0031673291,0.043419875,0.0812784,0.042621868033333336
C018,Escherichia coli K-12 BW25113,BW25113_0037,0,0.008312511,0.014353725,0.023606839,0.015424358333333332
C018,Escherichia coli K-12 BW25113,BW25113_0038,0,0.003540077,0.0087937275,0.4155355,0.1426231015
C018,Escherichia coli K-12 BW25113,BW25113_0039,0,0.02237788,0.08893377,0.15386073,0.08839079333333333
C018,Escherichia coli K-12 BW25113,BW25113_0040,0,0.2055401,0.0059911935,0.019962756,0.07716468316666666
C018,Escherichia coli K-12 BW25113,BW25113_0041,0,0.091955654,0.019550053,0.06834329,0.05994966566666667
C018,Escherichia coli K-12 BW25113,BW25113_0042,0,0.09819964,0.10965127,0.00082550605,0.06955880535
C018,Escherichia coli K-12 BW25113,BW25113_0043,0,0.0051229903,0.03605561,0.07813274,0.03977044676666667
C018,Escherichia coli K-12 BW25113,BW25113_0044,0,0.18551062,0.0012006458,0.020354131,0.06902179893333334
C018,Escherichia coli K-12 BW25113,BW25113_0045,0,0.015990041,0.08610456,0.0040410357,0.03537854556666666
C018,Escherichia coli K-12 BW25113,BW25113_0046,0,0.0027264915,0.022372324,0.0018500086,0.008982941366666667
C018,Escherichia coli K-12 BW25113,BW25113_0047,0,0.018750992,0.026577964,0.0132610155,0.0195299905
C018,Escherichia coli K-12 BW25113,BW25113_0048,1,0.8711967,0.9483314,0.98367876,0.9344022866666667
C018,Escherichia coli K-12 BW25113,BW25113_0049,0,0.03634214,0.07640725,0.15575328,0.08950089
C018,Escherichia coli K-12 BW25113,BW25113_0050,0,0.085011415,0.661739,0.111115865,0.2859554266666667
C018,Escherichia coli K-12 BW25113,BW25113_0051,0,0.53359824,0.711511,0.10169142,0.4489335533333334
C018,Escherichia coli K-12 BW25113,BW25113_0052,0,0.7812698,0.5657593,0.2692168,0.5387486333333332
C018,Escherichia coli K-12 BW25113,BW25113_0053,0,0.6419546,0.7546367,0.89004827,0.7622131900000001
C018,Escherichia coli K-12 BW25113,BW25113_0054,1,0.98855966,0.99017006,0.8922259,0.9569852066666668
C018,Escherichia coli K-12 BW25113,BW25113_0055,0,0.017595353,0.061965354,0.004712392,0.028091033
C018,Escherichia coli K-12 BW25113,BW25113_0058,0,0.032529388,0.023925016,0.020696372,0.025716925333333335
C018,Escherichia coli K-12 BW25113,BW25113_0059,0,0.013477693,0.103282824,0.0004868133,0.03908244343333333
C018,Escherichia coli K-12 BW25113,BW25113_0060,0,0.0018714587,0.008755832,0.22951233,0.08004654023333334
C018,Escherichia coli K-12 BW25113,BW25113_0061,0,0.010702311,0.30274585,0.65182424,0.321757467
C018,Escherichia coli K-12 BW25113,BW25113_0064,0,0.011327646,0.0026160306,0.0034347433,0.005792806633333334
C018,Escherichia coli K-12 BW25113,BW25113_0065,0,0.049485322,0.008997709,0.029155048,0.029212692999999998
C018,Escherichia coli K-12 BW25113,BW25113_0066,0,0.0027793439,0.041906424,0.028601944,0.0244292373
C018,Escherichia coli K-12 BW25113,BW25113_0067,0,0.045393918,0.026401535,0.017123813,0.029639755333333333
C018,Escherichia coli K-12 BW25113,BW25113_0068,0,0.02953284,0.00080636324,0.00043123626,0.010256813166666667
C018,Escherichia coli K-12 BW25113,BW25113_0069,0,0.002656078,0.032846317,0.043182783,0.026228392666666666
C018,Escherichia coli K-12 BW25113,BW25113_0070,0,0.012212112,0.031337485,0.06860488,0.03738482566666666
C018,Escherichia coli K-12 BW25113,BW25113_0071,0,0.55453247,0.5899247,0.43269563,0.5257176
C018,Escherichia coli K-12 BW25113,BW25113_0072,0,0.60639316,0.55415064,0.72663003,0.6290579433333333
C018,Escherichia coli K-12 BW25113,BW25113_0073,0,0.026967278,0.14063184,0.0034004364,0.056999851466666675
C018,Escherichia coli K-12 BW25113,BW25113_0074,0,0.38703245,0.079832196,0.10209135,0.18965199866666668
C018,Escherichia coli K-12 BW25113,BW25113_0075,0,0.6763746,0.81455743,0.77833253,0.7564215200000001
C018,Escherichia coli K-12 BW25113,BW25113_0076,0,0.009418483,0.0007998755,0.015744401,0.008654253166666667
C018,Escherichia coli K-12 BW25113,BW25113_0077,0,0.51950806,0.35126644,0.0068757623,0.29255008743333333
C018,Escherichia coli K-12 BW25113,BW25113_0078,0,0.30465195,0.046438858,0.0320854,0.12772540266666668
C018,Escherichia coli K-12 BW25113,BW25113_0080,0,0.014521413,0.003957418,0.02326398,0.013914270333333334
C018,Escherichia coli K-12 BW25113,BW25113_0081,0,0.38583302,0.71406895,0.84746814,0.64912337
C018,Escherichia coli K-12 BW25113,BW25113_0082,0,0.73592687,0.32295677,0.6403361,0.5664065799999999
C018,Escherichia coli K-12 BW25113,BW25113_0083,1,0.9204164,0.8978026,0.94470584,0.9209749466666667
C018,Escherichia coli K-12 BW25113,BW25113_0084,1,0.98670083,0.980839,0.98800373,0.9851811866666665
C018,Escherichia coli K-12 BW25113,BW25113_0085,1,0.9707615,0.9878349,0.9969162,0.9851708666666666
C018,Escherichia coli K-12 BW25113,BW25113_0086,1,0.95448196,0.995911,0.99498487,0.98179261
C018,Escherichia coli K-12 BW25113,BW25113_0087,1,0.9761841,0.9870646,0.9813099,0.9815195333333332
C018,Escherichia coli K-12 BW25113,BW25113_0088,1,0.9762453,0.99411434,0.9884891,0.9862829133333332
C018,Escherichia coli K-12 BW25113,BW25113_0089,1,0.93111914,0.9729677,0.9051694,0.9364187466666666
C018,Escherichia coli K-12 BW25113,BW25113_0090,1,0.90393555,0.9743171,0.9437601,0.9406709166666666
C018,Escherichia coli K-12 BW25113,BW25113_0091,1,0.985786,0.92122334,0.9116766,0.93956198
C018,Escherichia coli K-12 BW25113,BW25113_0092,0,0.900884,0.9095711,0.8344829,0.8816459999999999
C018,Escherichia coli K-12 BW25113,BW25113_0093,1,0.7643567,0.99018025,0.98143,0.9119889833333333
C018,Escherichia coli K-12 BW25113,BW25113_0094,1,0.9954471,0.9880127,0.99841416,0.9939579866666666
C018,Escherichia coli K-12 BW25113,BW25113_0095,1,0.948618,0.97947687,0.9906641,0.9729196566666666
C018,Escherichia coli K-12 BW25113,BW25113_0096,1,0.9350913,0.9830239,0.97924143,0.9657855433333333
