file_id,organism,locus_tag,ess,conf,conf_aamean,conf_first,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0142,1,0.58872986,0.5627669,0.4976484,0.5497150533333334
C018,Escherichia coli K-12 BW25113,BW25113_0143,0,0.536872,0.7052002,0.30865857,0.5169102566666667
C018,Escherichia coli K-12 BW25113,BW25113_0144,0,0.27823108,0.15286097,0.32306898,0.25138701
C018,Escherichia coli K-12 BW25113,BW25113_0145,0,0.7716917,0.49164394,0.44323242,0.56885602
C018,Escherichia coli K-12 BW25113,BW25113_0146,0,0.07704054,0.05477879,0.20493886,0.11225273000000001
C018,Escherichia coli K-12 BW25113,BW25113_0147,0,0.12676185,0.056249913,0.12881017,0.10394064433333333
C018,Escherichia coli K-12 BW25113,BW25113_0148,0,0.44856486,0.19599052,0.19881803,0.28112447
C018,Escherichia coli K-12 BW25113,BW25113_0149,0,0.5575387,0.43572286,0.41318816,0.4688165733333334
C018,Escherichia coli K-12 BW25113,BW25113_0150,0,0.027592978,0.16603969,0.1969379,0.13019018933333334
C018,Escherichia coli K-12 BW25113,BW25113_0151,0,0.1826945,0.1398242,0.62052214,0.3143469466666667
C018,Escherichia coli K-12 BW25113,BW25113_0152,0,0.11893633,0.02131093,0.2295176,0.12325495333333332
C018,Escherichia coli K-12 BW25113,BW25113_0153,0,0.32629007,0.40050066,0.19163932,0.30614335
C018,Escherichia coli K-12 BW25113,BW25113_0154,1,0.7720558,0.7151994,0.6672089,0.7181546999999999
C018,Escherichia coli K-12 BW25113,BW25113_0155,0,0.16210304,0.20653465,0.18291785,0.18385184666666668
C018,Escherichia coli K-12 BW25113,BW25113_0156,1,0.8722112,0.8962568,0.87885445,0.8824408166666666
C018,Escherichia coli K-12 BW25113,BW25113_0157,0,0.30669966,0.02410262,0.02793707,0.11957978333333334
C018,Escherichia coli K-12 BW25113,BW25113_0158,0,0.14760497,0.0880742,0.035189267,0.090289479
C018,Escherichia coli K-12 BW25113,BW25113_0159,0,0.7273316,0.80608237,0.9108058,0.8147399233333333
C018,Escherichia coli K-12 BW25113,BW25113_0160,0,0.07589625,0.014269139,0.23297937,0.10771491966666667
C018,Escherichia coli K-12 BW25113,BW25113_0161,0,0.2533129,0.21509309,0.18411091,0.2175056333333333
C018,Escherichia coli K-12 BW25113,BW25113_0162,0,0.18053865,0.05592494,0.06569942,0.10072100333333334
C018,Escherichia coli K-12 BW25113,BW25113_0163,0,0.09089866,0.22028106,0.091592796,0.13425750533333333
C018,Escherichia coli K-12 BW25113,BW25113_0164,0,0.14118144,0.3136731,0.16259365,0.20581606333333333
C018,Escherichia coli K-12 BW25113,BW25113_0166,1,0.893977,0.9312454,0.8519371,0.8923865000000001
C018,Escherichia coli K-12 BW25113,BW25113_0167,0,0.30780554,0.20848103,0.74762315,0.42130324
C018,Escherichia coli K-12 BW25113,BW25113_0168,1,0.9022473,0.9135065,0.8945525,0.9034354333333333
C018,Escherichia coli K-12 BW25113,BW25113_0169,1,0.94148016,0.93219984,0.9644313,0.9460371
C018,Escherichia coli K-12 BW25113,BW25113_0170,1,0.91553783,0.9207236,0.9614723,0.93257791
C018,Escherichia coli K-12 BW25113,BW25113_0171,1,0.9366762,0.9460234,0.82953596,0.90407852
C018,Escherichia coli K-12 BW25113,BW25113_0172,1,0.96383965,0.96561384,0.96630025,0.9652512466666666
C018,Escherichia coli K-12 BW25113,BW25113_0173,1,0.8289743,0.9045471,0.8878443,0.8737885666666667
C018,Escherichia coli K-12 BW25113,BW25113_0174,1,0.84317625,0.9665316,0.8239505,0.8778861166666667
C018,Escherichia coli K-12 BW25113,BW25113_0175,1,0.9241697,0.9161099,0.90733975,0.9158731166666666
C018,Escherichia coli K-12 BW25113,BW25113_0176,1,0.81385386,0.67656887,0.85200727,0.7808100000000001
C018,Escherichia coli K-12 BW25113,BW25113_0177,1,0.88461316,0.89175,0.95123255,0.90919857
C018,Escherichia coli K-12 BW25113,BW25113_0178,0,0.6549468,0.7592981,0.80557835,0.7399410833333334
C018,Escherichia coli K-12 BW25113,BW25113_0179,1,0.92783755,0.91253304,0.8925973,0.9109892966666667
C018,Escherichia coli K-12 BW25113,BW25113_0180,1,0.95097065,0.95146704,0.8943038,0.9322471633333334
C018,Escherichia coli K-12 BW25113,BW25113_0181,1,0.96980786,0.9781284,0.96889424,0.9722768333333334
C018,Escherichia coli K-12 BW25113,BW25113_0182,1,0.90266085,0.9356753,0.895192,0.9111760499999999
C018,Escherichia coli K-12 BW25113,BW25113_0183,0,0.34791195,0.33485758,0.59438545,0.4257183266666667
C018,Escherichia coli K-12 BW25113,BW25113_0184,1,0.90759724,0.97545797,0.9187844,0.9339465366666667
C018,Escherichia coli K-12 BW25113,BW25113_0185,1,0.90738124,0.9441022,0.91128135,0.9209215966666666
C018,Escherichia coli K-12 BW25113,BW25113_0186,0,0.15413009,0.0322745,0.012154451,0.06618634699999999
C018,Escherichia coli K-12 BW25113,BW25113_0187,0,0.06413201,0.0071073663,0.008168281,0.0264692191
C018,Escherichia coli K-12 BW25113,BW25113_0188,1,0.68553466,0.6779165,0.9338486,0.7657665866666666
C018,Escherichia coli K-12 BW25113,BW25113_0189,0,0.394857,0.110411845,0.047054294,0.18410771300000003
C018,Escherichia coli K-12 BW25113,BW25113_0190,0,0.011134601,0.017143318,0.012375716,0.013551211666666667
C018,Escherichia coli K-12 BW25113,BW25113_0191,0,0.14610451,0.049768485,0.074907996,0.09026033033333332
C018,Escherichia coli K-12 BW25113,BW25113_0192,0,0.017466757,0.0033321592,0.046981048,0.0225933214
C018,Escherichia coli K-12 BW25113,BW25113_0193,0,0.049967263,0.0043695206,0.026999867,0.027112216866666667
C018,Escherichia coli K-12 BW25113,BW25113_0194,1,0.9049416,0.92908746,0.9279681,0.92066572
C018,Escherichia coli K-12 BW25113,BW25113_0195,0,0.42477298,0.27106375,0.41275036,0.36952903
C018,Escherichia coli K-12 BW25113,BW25113_0196,0,0.013566323,0.0044227787,0.015427331,0.011138810899999999
C018,Escherichia coli K-12 BW25113,BW25113_0197,0,0.107246034,0.06311699,0.18240373,0.117588918
C018,Escherichia coli K-12 BW25113,BW25113_0198,0,0.054715913,0.046457313,0.006415553,0.035862926333333336
C018,Escherichia coli K-12 BW25113,BW25113_0199,0,0.122739,0.0723535,0.022316031,0.07246951033333333
C018,Escherichia coli K-12 BW25113,BW25113_0200,0,0.571637,0.6679492,0.24789071,0.4958256366666667
C018,Escherichia coli K-12 BW25113,BW25113_0207,0,0.038084507,0.051945485,0.20164205,0.09722401399999998
C018,Escherichia coli K-12 BW25113,BW25113_0208,0,0.32827678,0.27832323,0.20393875,0.2701795866666667
C018,Escherichia coli K-12 BW25113,BW25113_0209,0,0.08658188,0.059206292,0.17369077,0.10649298066666667
C018,Escherichia coli K-12 BW25113,BW25113_0210,0,0.008437533,0.01566495,0.06341191,0.02917146433333333
C018,Escherichia coli K-12 BW25113,BW25113_0211,0,0.12007491,0.1269974,0.22241896,0.15649709
C018,Escherichia coli K-12 BW25113,BW25113_0212,0,0.153113,0.088486046,0.0537395,0.098446182
C018,Escherichia coli K-12 BW25113,BW25113_0213,0,0.20399244,0.041991368,0.4139025,0.2199621026666667
C018,Escherichia coli K-12 BW25113,BW25113_0214,0,0.6655619,0.64078003,0.3899876,0.5654431766666667
C018,Escherichia coli K-12 BW25113,BW25113_0215,0,0.866338,0.8746502,0.92994833,0.8903121766666667
C018,Escherichia coli K-12 BW25113,BW25113_0217,0,0.18667656,0.12649302,0.40359184,0.23892047333333333
C018,Escherichia coli K-12 BW25113,BW25113_0218,0,0.20548609,0.017018143,0.1544297,0.12564464433333333
C018,Escherichia coli K-12 BW25113,BW25113_0219,0,0.20132715,0.043487523,0.106809765,0.117208146
C018,Escherichia coli K-12 BW25113,BW25113_0220,0,0.019212708,0.0043682246,0.20575513,0.0764453542
C018,Escherichia coli K-12 BW25113,BW25113_0221,0,0.19836186,0.03337937,0.06597983,0.09924035333333332
C018,Escherichia coli K-12 BW25113,BW25113_0222,0,0.6390056,0.72234803,0.85080534,0.7373863233333333
C018,Escherichia coli K-12 BW25113,BW25113_0223,0,0.013022959,0.011582891,0.020306975,0.014970941666666668
C018,Escherichia coli K-12 BW25113,BW25113_0224,0,0.16701785,0.029141482,0.12171558,0.105958304
C018,Escherichia coli K-12 BW25113,BW25113_0225,0,0.1816792,0.16796678,0.06972515,0.1397903766666667
C018,Escherichia coli K-12 BW25113,BW25113_0226,0,0.49936995,0.53298867,0.4066247,0.4796611066666667
C018,Escherichia coli K-12 BW25113,BW25113_0227,0,0.048631415,0.004812965,0.07346935,0.04230457666666667
C018,Escherichia coli K-12 BW25113,BW25113_0228,0,0.0045877188,0.0020418172,0.021103855,0.009244463666666668
C018,Escherichia coli K-12 BW25113,BW25113_0229,0,0.3405023,0.06204138,0.18404604,0.19552990666666667
C018,Escherichia coli K-12 BW25113,BW25113_0230,0,0.30033156,0.26388508,0.043833934,0.20268352466666664
C018,Escherichia coli K-12 BW25113,BW25113_0231,0,0.11260834,0.033593096,0.087467164,0.07788953333333333
C018,Escherichia coli K-12 BW25113,BW25113_0232,0,0.75928086,0.6034791,0.4228829,0.5952142866666666
C018,Escherichia coli K-12 BW25113,BW25113_0233,0,0.08581619,0.12911332,0.12836786,0.11443245666666667
C018,Escherichia coli K-12 BW25113,BW25113_0234,0,0.15223031,0.05374564,0.04908227,0.08501940666666667
C018,Escherichia coli K-12 BW25113,BW25113_0235,0,0.0693339,0.074579105,0.016911028,0.053608011000000004
C018,Escherichia coli K-12 BW25113,BW25113_0236,0,0.09005313,0.0031578182,0.029860148,0.04102369873333333
C018,Escherichia coli K-12 BW25113,BW25113_0237,0,0.15078668,0.029683102,0.50892526,0.22979834733333335
C018,Escherichia coli K-12 BW25113,BW25113_0238,0,0.20358315,0.21500047,0.5498913,0.3228249733333333
C018,Escherichia coli K-12 BW25113,BW25113_0239,0,0.02303573,0.0037158276,0.0237678,0.016839785866666665
C018,Escherichia coli K-12 BW25113,BW25113_0240,0,0.30220622,0.060605954,0.24772738,0.20351318466666668
C018,Escherichia coli K-12 BW25113,BW25113_0241,0,0.45460352,0.28435516,0.53293306,0.42396391333333333
C018,Escherichia coli K-12 BW25113,BW25113_0242,0,0.45399228,0.4724356,0.32256153,0.41632980333333336
C018,Escherichia coli K-12 BW25113,BW25113_0243,0,0.36505878,0.49188328,0.08181323,0.31291842999999997
C018,Escherichia coli K-12 BW25113,BW25113_0245,0,0.2953526,0.14132373,0.1800188,0.20556504333333336
C018,Escherichia coli K-12 BW25113,BW25113_0246,0,0.2682566,0.21284465,0.08086459,0.18732194666666668
C018,Escherichia coli K-12 BW25113,BW25113_0247,0,0.051051427,0.004387772,0.12763128,0.061023493000000005
C018,Escherichia coli K-12 BW25113,BW25113_0248,0,0.22007237,0.068375416,0.044064764,0.11083751666666665
C018,Escherichia coli K-12 BW25113,BW25113_0249,0,0.25612742,0.039612763,0.039316274,0.11168548566666665
C018,Escherichia coli K-12 BW25113,BW25113_0250,0,0.12633629,0.027810123,0.054945786,0.06969739966666666
C018,Escherichia coli K-12 BW25113,BW25113_0251,0,0.2709869,0.2996935,0.4915831,0.3540878333333333
C018,Escherichia coli K-12 BW25113,BW25113_0252,0,0.1334281,0.06893328,0.00290995,0.06842377666666666
C018,Escherichia coli K-12 BW25113,BW25113_0253,0,0.03329599,0.00019285077,0.0024543714,0.011981070723333334
C018,Escherichia coli K-12 BW25113,BW25113_0254,0,0.19802761,0.02826221,0.020054305,0.08211470833333333
C018,Escherichia coli K-12 BW25113,BW25113_0256,0,0.045111574,0.07512756,0.0057285028,0.041989212266666666
C018,Escherichia coli K-12 BW25113,BW25113_0258,0,0.022820594,0.03411997,0.0075108865,0.021483816833333332
C018,Escherichia coli K-12 BW25113,BW25113_0259,0,0.04536142,0.01439097,0.117538,0.05909679666666667
C018,Escherichia coli K-12 BW25113,BW25113_0260,0,0.08308574,0.030126393,0.029874556,0.047695563
C018,Escherichia coli K-12 BW25113,BW25113_0261,0,0.043633442,0.0054014,0.048799533,0.032611458333333336
C018,Escherichia coli K-12 BW25113,BW25113_0262,0,0.1972388,0.08887082,0.25500327,0.18037096333333333
C018,Escherichia coli K-12 BW25113,BW25113_0263,0,0.44558126,0.31332082,0.10973756,0.2895465466666666
C018,Escherichia coli K-12 BW25113,BW25113_0264,0,0.013768986,0.0053167725,0.20146485,0.0735168695
C018,Escherichia coli K-12 BW25113,BW25113_0265,0,0.06315875,0.1415822,0.027064782,0.07726857733333332
C018,Escherichia coli K-12 BW25113,BW25113_0266,0,0.30015486,0.13688031,0.0868449,0.17462669
C018,Escherichia coli K-12 BW25113,BW25113_0267,0,0.0021062163,0.013042495,0.020481694,0.011876801766666667
C018,Escherichia coli K-12 BW25113,BW25113_0268,0,0.3531086,0.10044354,0.17535074,0.20963429333333336
C018,Escherichia coli K-12 BW25113,BW25113_0269,0,0.5893704,0.44210574,0.06683793,0.36610469
C018,Escherichia coli K-12 BW25113,BW25113_0270,1,0.044495743,0.0058598886,0.0059673702,0.018774333933333335
