file_id,organism,locus_tag,ess,conf,conf_first,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,0.05427317,0.17916842,0.116720795
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.30304396,0.18098749,0.24201572500000001
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.05927424,0.0045060865,0.03189016325
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.10231977,0.58508277,0.34370127
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.10440409,0.032962266,0.068683178
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.24278305,0.006662724,0.124722887
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,0.004802279,0.0021900388,0.0034961589
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.30271155,0.04149715,0.17210435
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.18125132,0.049403243,0.11532728149999999
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.08937505,0.35086933,0.22012219
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.06374784,0.14023486,0.10199135
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,0.014070108,0.12428298,0.069176544
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.9146691,0.9232539,0.9189615
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.6717101,0.5530747,0.6123924000000001
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,0.007981166,0.021428285,0.014704725499999998
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.119035706,0.20005624,0.159545973
C018,Escherichia coli K-12 BW25113,BW25113_0019,0,0.086042665,0.068704225,0.077373445
C018,Escherichia coli K-12 BW25113,BW25113_0020,0,0.023512518,0.011060685,0.0172866015
C018,Escherichia coli K-12 BW25113,BW25113_0021,0,0.17119507,0.062139325,0.1166671975
C018,Escherichia coli K-12 BW25113,BW25113_0022,0,0.003494004,0.0039191195,0.00370656175
C018,Escherichia coli K-12 BW25113,BW25113_0023,0,0.94204104,0.9064384,0.92423972
C018,Escherichia coli K-12 BW25113,BW25113_0024,0,0.6328952,0.51800114,0.57544817
C018,Escherichia coli K-12 BW25113,BW25113_0025,1,0.87425685,0.98398685,0.92912185
C018,Escherichia coli K-12 BW25113,BW25113_0026,0,0.9528929,0.9754304,0.9641616500000001
C018,Escherichia coli K-12 BW25113,BW25113_0027,1,0.9773791,0.961093,0.9692360499999999
C018,Escherichia coli K-12 BW25113,BW25113_0028,0,0.5440116,0.20819296,0.37610228
C018,Escherichia coli K-12 BW25113,BW25113_0029,1,0.98253953,0.9728905,0.977715015
C018,Escherichia coli K-12 BW25113,BW25113_0030,0,0.36975747,0.5282385,0.448997985
C018,Escherichia coli K-12 BW25113,BW25113_0031,1,0.98344433,0.92445755,0.9539509399999999
C018,Escherichia coli K-12 BW25113,BW25113_0032,0,0.6023676,0.08583937,0.344103485
C018,Escherichia coli K-12 BW25113,BW25113_0033,0,0.8029081,0.74583805,0.774373075
C018,Escherichia coli K-12 BW25113,BW25113_0034,0,0.07538428,0.07998332,0.0776838
C018,Escherichia coli K-12 BW25113,BW25113_0035,0,0.057380658,0.080467954,0.06892430599999999
C018,Escherichia coli K-12 BW25113,BW25113_0036,0,0.0009054978,0.123231925,0.062068711400000004
C018,Escherichia coli K-12 BW25113,BW25113_0037,0,0.027755763,4.15332e-05,0.0138986481
C018,Escherichia coli K-12 BW25113,BW25113_0038,0,0.005630476,0.008657857,0.0071441665
C018,Escherichia coli K-12 BW25113,BW25113_0039,0,0.031225737,0.038714238,0.0349699875
C018,Escherichia coli K-12 BW25113,BW25113_0040,0,0.15168224,0.15969723,0.155689735
C018,Escherichia coli K-12 BW25113,BW25113_0041,0,0.010850505,0.530784,0.2708172525
C018,Escherichia coli K-12 BW25113,BW25113_0042,0,0.013080009,0.016453138,0.0147665735
C018,Escherichia coli K-12 BW25113,BW25113_0043,0,0.0960736,0.046362042,0.071217821
C018,Escherichia coli K-12 BW25113,BW25113_0044,0,0.003028307,0.072341114,0.037684710499999996
C018,Escherichia coli K-12 BW25113,BW25113_0045,0,0.021256303,0.005296049,0.013276176
C018,Escherichia coli K-12 BW25113,BW25113_0046,0,0.0006666394,0.06611306,0.0333898497
C018,Escherichia coli K-12 BW25113,BW25113_0047,0,0.015784865,0.01359336,0.0146891125
C018,Escherichia coli K-12 BW25113,BW25113_0048,1,0.9771375,0.9687881,0.9729628
C018,Escherichia coli K-12 BW25113,BW25113_0049,0,0.009982854,0.5292155,0.26959917699999997
C018,Escherichia coli K-12 BW25113,BW25113_0050,0,6.439515e-05,0.012625913,0.0063451540750000006
C018,Escherichia coli K-12 BW25113,BW25113_0051,0,0.43934125,0.062476166,0.250908708
C018,Escherichia coli K-12 BW25113,BW25113_0052,0,0.8636613,0.45043695,0.657049125
C018,Escherichia coli K-12 BW25113,BW25113_0053,0,0.95855194,0.85286605,0.905708995
C018,Escherichia coli K-12 BW25113,BW25113_0054,1,0.99156463,0.83328176,0.9124231949999999
C018,Escherichia coli K-12 BW25113,BW25113_0055,0,0.0075876107,0.0022341956,0.00491090315
C018,Escherichia coli K-12 BW25113,BW25113_0058,0,0.08613877,0.045677118,0.065907944
C018,Escherichia coli K-12 BW25113,BW25113_0059,0,0.009577901,0.0015742832,0.0055760921
