file_id,organism,locus_tag,ess,conf,conf_aamean,conf_eos,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,0.0022182844,0.010914263,0.05427317,0.02246857246666667
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.36548102,0.25867066,0.30304396,0.3090652133333333
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.012484532,0.006038194,0.05927424,0.025932321999999997
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.3473259,0.20672603,0.10231977,0.21879056666666666
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.03290172,0.066945866,0.10440409,0.06808389200000001
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.027655441,0.21734771,0.24278305,0.16259540033333333
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,0.02017212,0.018344281,0.004802279,0.014439560000000002
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.048478726,0.044183653,0.30271155,0.13179130966666666
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.5879784,0.21483034,0.18125132,0.32802002
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.03303966,0.094818965,0.08937505,0.07241122500000001
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.005888389,0.29948342,0.06374784,0.123039883
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,0.012637229,0.016228804,0.014070108,0.014312047
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.7324549,0.91989297,0.9146691,0.8556723233333333
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.68538654,0.88764316,0.6717101,0.7482466
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,0.02089342,0.0024387154,0.007981166,0.010437767133333333
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.5177415,0.030360214,0.119035706,0.22237914
C018,Escherichia coli K-12 BW25113,BW25113_0019,0,0.04192243,0.01684873,0.086042665,0.048271275
C018,Escherichia coli K-12 BW25113,BW25113_0020,0,0.009236075,0.00835297,0.023512518,0.013700520999999998
C018,Escherichia coli K-12 BW25113,BW25113_0021,0,0.312672,0.050974164,0.17119507,0.1782804113333333
C018,Escherichia coli K-12 BW25113,BW25113_0022,0,0.009491203,0.0043219007,0.003494004,0.0057690358999999995
C018,Escherichia coli K-12 BW25113,BW25113_0023,0,0.8268571,0.95661396,0.94204104,0.9085040333333333
C018,Escherichia coli K-12 BW25113,BW25113_0024,0,0.37233585,0.57704043,0.6328952,0.5274238266666668
C018,Escherichia coli K-12 BW25113,BW25113_0025,1,0.77045745,0.9635487,0.87425685,0.869421
C018,Escherichia coli K-12 BW25113,BW25113_0026,0,0.93722624,0.9191267,0.9528929,0.93641528
C018,Escherichia coli K-12 BW25113,BW25113_0027,1,0.9298551,0.9547095,0.9773791,0.9539812333333333
C018,Escherichia coli K-12 BW25113,BW25113_0028,0,0.12448243,0.20733507,0.5440116,0.2919430333333333
C018,Escherichia coli K-12 BW25113,BW25113_0029,1,0.9481441,0.9745524,0.98253953,0.9684120100000001
C018,Escherichia coli K-12 BW25113,BW25113_0030,0,0.016953604,0.008265087,0.36975747,0.13165872033333334
C018,Escherichia coli K-12 BW25113,BW25113_0031,1,0.90049005,0.89192027,0.98344433,0.9252848833333335
C018,Escherichia coli K-12 BW25113,BW25113_0032,0,0.56787056,0.40237218,0.6023676,0.5242034466666666
C018,Escherichia coli K-12 BW25113,BW25113_0033,0,0.6601023,0.54702014,0.8029081,0.6700101799999999
C018,Escherichia coli K-12 BW25113,BW25113_0034,0,0.075912364,0.33452225,0.07538428,0.16193963133333333
C018,Escherichia coli K-12 BW25113,BW25113_0035,0,0.021361979,0.038641572,0.057380658,0.03912806966666667
C018,Escherichia coli K-12 BW25113,BW25113_0036,0,0.00015547512,0.0930987,0.0009054978,0.03138655764
C018,Escherichia coli K-12 BW25113,BW25113_0037,0,0.001215246,0.010777402,0.027755763,0.013249470333333332
C018,Escherichia coli K-12 BW25113,BW25113_0038,0,0.0025409926,0.013404567,0.005630476,0.007192011866666666
C018,Escherichia coli K-12 BW25113,BW25113_0039,0,0.38235545,0.30815774,0.031225737,0.24057964233333332
C018,Escherichia coli K-12 BW25113,BW25113_0040,0,0.0064067435,0.09203208,0.15168224,0.08337368783333333
C018,Escherichia coli K-12 BW25113,BW25113_0041,0,0.049706396,0.27800706,0.010850505,0.11285465366666665
C018,Escherichia coli K-12 BW25113,BW25113_0042,0,0.013084368,0.057875734,0.013080009,0.028013370333333332
C018,Escherichia coli K-12 BW25113,BW25113_0043,0,0.011355342,0.06297767,0.0960736,0.056802204
C018,Escherichia coli K-12 BW25113,BW25113_0044,0,0.0073983236,0.016586082,0.003028307,0.009004237533333332
C018,Escherichia coli K-12 BW25113,BW25113_0045,0,0.0022627616,0.000693051,0.021256303,0.0080707052
C018,Escherichia coli K-12 BW25113,BW25113_0046,0,0.0014062291,0.002682377,0.0006666394,0.0015850818333333334
C018,Escherichia coli K-12 BW25113,BW25113_0047,0,0.26635018,0.28192452,0.015784865,0.18801985499999999
C018,Escherichia coli K-12 BW25113,BW25113_0048,1,0.9157466,0.96831614,0.9771375,0.9537334133333334
C018,Escherichia coli K-12 BW25113,BW25113_0049,0,0.0031104276,0.23577568,0.009982854,0.08295632053333334
C018,Escherichia coli K-12 BW25113,BW25113_0050,0,0.0013364422,0.0017841876,6.439515e-05,0.0010616749833333332
C018,Escherichia coli K-12 BW25113,BW25113_0051,0,0.2093381,0.64772373,0.43934125,0.43213436000000005
C018,Escherichia coli K-12 BW25113,BW25113_0052,0,0.29747108,0.80144906,0.8636613,0.6541938133333334
C018,Escherichia coli K-12 BW25113,BW25113_0053,0,0.63555145,0.9148733,0.95855194,0.8363255633333333
C018,Escherichia coli K-12 BW25113,BW25113_0054,1,0.994228,0.9989477,0.99156463,0.9949134433333334
C018,Escherichia coli K-12 BW25113,BW25113_0055,0,0.04934157,0.009944524,0.0075876107,0.022291234899999998
C018,Escherichia coli K-12 BW25113,BW25113_0058,0,0.039744493,0.14075436,0.08613877,0.08887920766666667
C018,Escherichia coli K-12 BW25113,BW25113_0059,0,0.01835515,0.018957345,0.009577901,0.015630132
C018,Escherichia coli K-12 BW25113,BW25113_0060,0,0.11110657,0.03626905,0.069349214,0.07224161133333333
C018,Escherichia coli K-12 BW25113,BW25113_0061,0,0.0015569445,0.0008978255,0.01879509,0.0070832866666666675
C018,Escherichia coli K-12 BW25113,BW25113_0064,0,0.0053295023,0.011016204,0.0028405369,0.0063954144
C018,Escherichia coli K-12 BW25113,BW25113_0065,0,0.056192555,0.0028323599,0.0024622083,0.02049570773333333
C018,Escherichia coli K-12 BW25113,BW25113_0066,0,0.00027830518,0.0015957459,0.01480528,0.005559777026666667
C018,Escherichia coli K-12 BW25113,BW25113_0067,0,0.08550158,0.036314778,0.019771565,0.04719597433333333
C018,Escherichia coli K-12 BW25113,BW25113_0068,0,0.005841362,0.09199847,0.09676056,0.06486679733333334
C018,Escherichia coli K-12 BW25113,BW25113_0069,0,0.032565985,0.2659984,0.20813525,0.16889987833333334
C018,Escherichia coli K-12 BW25113,BW25113_0070,0,0.0030885423,0.037655994,0.031806618,0.0241837181
C018,Escherichia coli K-12 BW25113,BW25113_0071,0,0.010216096,0.12226903,0.055457078,0.06264740133333334
C018,Escherichia coli K-12 BW25113,BW25113_0072,0,0.62046343,0.30918342,0.29533505,0.4083273
C018,Escherichia coli K-12 BW25113,BW25113_0073,0,0.30686107,0.221687,0.15835863,0.2289689
C018,Escherichia coli K-12 BW25113,BW25113_0074,0,0.3253184,0.32588264,0.15618531,0.26912878333333334
C018,Escherichia coli K-12 BW25113,BW25113_0075,0,0.7498754,0.86671835,0.462632,0.69307525
C018,Escherichia coli K-12 BW25113,BW25113_0076,0,0.024148231,0.013721506,0.026611278,0.02149367166666667
C018,Escherichia coli K-12 BW25113,BW25113_0077,0,0.0068647494,0.13963228,0.24594922,0.13081541646666667
C018,Escherichia coli K-12 BW25113,BW25113_0078,0,0.09761205,0.6582819,0.23378257,0.3298921733333333
C018,Escherichia coli K-12 BW25113,BW25113_0080,0,0.0067492714,0.017663516,0.033351317,0.019254701466666666
C018,Escherichia coli K-12 BW25113,BW25113_0081,0,0.8255354,0.96203613,0.847802,0.8784578433333333
C018,Escherichia coli K-12 BW25113,BW25113_0082,0,0.62204844,0.7584558,0.9077454,0.76274988
C018,Escherichia coli K-12 BW25113,BW25113_0083,1,0.96409047,0.95917237,0.91626704,0.9465099600000001
C018,Escherichia coli K-12 BW25113,BW25113_0084,1,0.93708384,0.986376,0.9648802,0.9627800133333334
C018,Escherichia coli K-12 BW25113,BW25113_0085,1,0.95855445,0.9746176,0.98006195,0.971078
C018,Escherichia coli K-12 BW25113,BW25113_0086,1,0.87459946,0.92500585,0.9971392,0.9322481699999999
C018,Escherichia coli K-12 BW25113,BW25113_0087,1,0.982768,0.9476654,0.96745455,0.9659626500000001
C018,Escherichia coli K-12 BW25113,BW25113_0088,1,0.9438681,0.9094983,0.9195468,0.9243044
C018,Escherichia coli K-12 BW25113,BW25113_0089,1,0.99469984,0.9956623,0.99134326,0.9939018000000001
C018,Escherichia coli K-12 BW25113,BW25113_0090,1,0.97301483,0.9934081,0.9922495,0.9862241433333333
C018,Escherichia coli K-12 BW25113,BW25113_0091,1,0.9531443,0.9462805,0.99867404,0.9660329466666667
C018,Escherichia coli K-12 BW25113,BW25113_0092,0,0.48875925,0.80182624,0.93061703,0.74040084
C018,Escherichia coli K-12 BW25113,BW25113_0093,1,0.9494305,0.9983492,0.9791428,0.9756408333333333
C018,Escherichia coli K-12 BW25113,BW25113_0094,1,0.9760118,0.99016935,0.97049785,0.9788929999999999
C018,Escherichia coli K-12 BW25113,BW25113_0095,1,0.9144694,0.97079873,0.9858517,0.9570399433333333
C018,Escherichia coli K-12 BW25113,BW25113_0096,1,0.9439103,0.8957649,0.98375213,0.9411424433333333
C018,Escherichia coli K-12 BW25113,BW25113_0097,1,0.68412703,0.24470311,0.16856703,0.3657990566666667
C018,Escherichia coli K-12 BW25113,BW25113_0098,1,0.88737917,0.970851,0.9180235,0.92541789
C018,Escherichia coli K-12 BW25113,BW25113_0099,0,0.771445,0.39136818,0.22243652,0.46174990000000005
C018,Escherichia coli K-12 BW25113,BW25113_0101,0,0.13861516,0.056469448,0.013596998,0.06956053533333333
C018,Escherichia coli K-12 BW25113,BW25113_0102,0,0.032787103,0.102708384,0.0018907693,0.04579541876666667
C018,Escherichia coli K-12 BW25113,BW25113_0103,0,0.64920837,0.9737984,0.98256314,0.8685233033333333
C018,Escherichia coli K-12 BW25113,BW25113_0104,0,0.26508066,0.039248653,0.20868845,0.171005921
C018,Escherichia coli K-12 BW25113,BW25113_0106,0,0.013898117,0.069592565,0.007494603,0.030328428333333334
C018,Escherichia coli K-12 BW25113,BW25113_0107,0,0.24205199,0.05151937,0.055654928,0.11640876266666667
C018,Escherichia coli K-12 BW25113,BW25113_0108,0,0.00070470775,3.679476e-05,0.041540384,0.01409396217
C018,Escherichia coli K-12 BW25113,BW25113_0109,0,0.25046915,0.47246444,0.2367016,0.3198783966666667
C018,Escherichia coli K-12 BW25113,BW25113_0110,0,0.003317379,0.049905423,0.00026777497,0.017830192323333334
C018,Escherichia coli K-12 BW25113,BW25113_0111,0,0.00026733443,0.026866945,0.09178867,0.039640983143333336
C018,Escherichia coli K-12 BW25113,BW25113_0112,0,0.03400317,0.038064163,0.08113233,0.051066554333333326
C018,Escherichia coli K-12 BW25113,BW25113_0113,0,0.007363486,0.0047229845,0.009371588,0.0071526861666666676
C018,Escherichia coli K-12 BW25113,BW25113_0114,0,0.72292894,0.79741925,0.8630978,0.7944819966666667
C018,Escherichia coli K-12 BW25113,BW25113_0115,0,0.8752042,0.8505913,0.82255334,0.8494496133333334
C018,Escherichia coli K-12 BW25113,BW25113_0116,0,0.83885235,0.90310043,0.9502063,0.89738636
C018,Escherichia coli K-12 BW25113,BW25113_0117,0,0.023818176,0.005123994,0.019373627,0.016105265666666667
C018,Escherichia coli K-12 BW25113,BW25113_0118,0,0.8502539,0.8418413,0.8895674,0.8605542
C018,Escherichia coli K-12 BW25113,BW25113_0119,0,0.005182219,0.0005263476,0.19501644,0.06690833553333334
C018,Escherichia coli K-12 BW25113,BW25113_0120,0,0.16493915,0.13773851,0.045306977,0.11599487900000001
C018,Escherichia coli K-12 BW25113,BW25113_0121,0,0.016339332,0.018064037,0.025354363,0.019919244000000003
C018,Escherichia coli K-12 BW25113,BW25113_0122,0,0.03296562,0.0765567,0.24966882,0.11973038000000001
C018,Escherichia coli K-12 BW25113,BW25113_0123,0,0.0050149737,0.008722271,0.013075694,0.008937646233333334
C018,Escherichia coli K-12 BW25113,BW25113_0124,0,0.1563069,0.226386,0.44846985,0.27705425
C018,Escherichia coli K-12 BW25113,BW25113_0125,0,0.073688604,0.088647634,0.22207548,0.12813723933333335
C018,Escherichia coli K-12 BW25113,BW25113_0126,1,0.8690305,0.97245455,0.88298774,0.9081575966666667
C018,Escherichia coli K-12 BW25113,BW25113_0127,0,0.21065597,0.1347713,0.16062,0.16868242333333336
C018,Escherichia coli K-12 BW25113,BW25113_0128,0,0.004389264,0.016115036,0.09446697,0.03832375666666667
C018,Escherichia coli K-12 BW25113,BW25113_0129,0,0.029428821,0.050423473,0.11562227,0.065158188
C018,Escherichia coli K-12 BW25113,BW25113_0130,0,0.2197772,0.20847863,0.06975669,0.16600417333333334
C018,Escherichia coli K-12 BW25113,BW25113_0131,0,0.015953148,0.0252052,0.08898869,0.043382345999999995
C018,Escherichia coli K-12 BW25113,BW25113_0132,0,0.026481979,0.11315774,0.0012705656,0.046970094866666666
C018,Escherichia coli K-12 BW25113,BW25113_0133,0,0.77993304,0.55426383,0.38646844,0.5735551033333334
C018,Escherichia coli K-12 BW25113,BW25113_0134,0,0.3951192,0.56081,0.77753866,0.5778226200000001
C018,Escherichia coli K-12 BW25113,BW25113_0135,0,0.011371188,0.011217544,0.001725139,0.008104623666666666
C018,Escherichia coli K-12 BW25113,BW25113_0136,0,0.015229945,0.011215921,0.014667809,0.013704558333333334
C018,Escherichia coli K-12 BW25113,BW25113_0137,0,0.0031572178,0.0015530473,0.014061227,0.006257164033333334
C018,Escherichia coli K-12 BW25113,BW25113_0138,0,0.030413812,0.020423144,0.008771337,0.019869431000000003
C018,Escherichia coli K-12 BW25113,BW25113_0139,0,0.057798557,0.052933104,0.025696242,0.04547596766666667
C018,Escherichia coli K-12 BW25113,BW25113_0140,0,0.0047266977,0.24700326,0.0007959616,0.08417530643333333
C018,Escherichia coli K-12 BW25113,BW25113_0141,0,0.0061488445,0.004763184,0.00660271,0.0058382461666666675
C018,Escherichia coli K-12 BW25113,BW25113_0142,1,0.8480321,0.46198118,0.46763235,0.5925485433333333
C018,Escherichia coli K-12 BW25113,BW25113_0143,0,0.41094747,0.3329819,0.7491806,0.4977033233333333
C018,Escherichia coli K-12 BW25113,BW25113_0144,0,0.08219833,0.28927496,0.1492634,0.17357889666666668
C018,Escherichia coli K-12 BW25113,BW25113_0145,0,0.77786225,0.70072645,0.5916681,0.6900856000000001
C018,Escherichia coli K-12 BW25113,BW25113_0146,0,0.005867983,0.013177182,0.014667258,0.011237474333333336
C018,Escherichia coli K-12 BW25113,BW25113_0147,0,0.040928863,0.017405398,0.003253535,0.020529265333333335
C018,Escherichia coli K-12 BW25113,BW25113_0148,0,0.018613547,0.009778925,0.04533869,0.024577054
C018,Escherichia coli K-12 BW25113,BW25113_0149,0,0.0728172,0.20671308,0.04535249,0.10829425666666669
C018,Escherichia coli K-12 BW25113,BW25113_0150,0,0.039880976,0.06698106,0.0073430105,0.03806834883333333
C018,Escherichia coli K-12 BW25113,BW25113_0151,0,0.13121246,0.05147866,0.15290895,0.11186669
C018,Escherichia coli K-12 BW25113,BW25113_0152,0,0.00078621274,0.001197481,0.0040291375,0.00200427708
C018,Escherichia coli K-12 BW25113,BW25113_0153,0,0.18456581,0.102871716,0.22050266,0.16931339533333334
C018,Escherichia coli K-12 BW25113,BW25113_0154,1,0.45616025,0.6529527,0.8060346,0.6383825166666667
C018,Escherichia coli K-12 BW25113,BW25113_0155,0,0.01545179,0.06894979,0.02377018,0.03605725333333334
C018,Escherichia coli K-12 BW25113,BW25113_0156,1,0.80394113,0.80270433,0.96438485,0.8570101033333333
C018,Escherichia coli K-12 BW25113,BW25113_0157,0,0.03683289,0.013591608,0.04188626,0.030770252666666664
C018,Escherichia coli K-12 BW25113,BW25113_0158,0,0.0095600765,0.0014874727,0.0020389112,0.004362153466666667
C018,Escherichia coli K-12 BW25113,BW25113_0159,0,0.8305531,0.5945204,0.75637394,0.7271491466666666
C018,Escherichia coli K-12 BW25113,BW25113_0160,0,0.015507527,0.033513147,0.18927497,0.07943188133333333
C018,Escherichia coli K-12 BW25113,BW25113_0161,0,0.28247818,0.05663217,0.019041242,0.119383864
C018,Escherichia coli K-12 BW25113,BW25113_0162,0,0.0974669,0.16140606,0.25668955,0.17185417
C018,Escherichia coli K-12 BW25113,BW25113_0163,0,0.02863978,0.48192182,0.2170576,0.2425397333333333
C018,Escherichia coli K-12 BW25113,BW25113_0164,0,0.122184515,0.06161478,0.53218096,0.23866008500000002
C018,Escherichia coli K-12 BW25113,BW25113_0166,1,0.6921077,0.92735964,0.89587635,0.8384478966666666
C018,Escherichia coli K-12 BW25113,BW25113_0167,0,0.2404108,0.46214733,0.67040634,0.4576548233333333
C018,Escherichia coli K-12 BW25113,BW25113_0168,1,0.83712846,0.8357202,0.7478906,0.8069130866666666
C018,Escherichia coli K-12 BW25113,BW25113_0169,1,0.95414984,0.9073412,0.94723916,0.9362434
C018,Escherichia coli K-12 BW25113,BW25113_0170,1,0.93450266,0.98215115,0.9607964,0.9591500700000001
C018,Escherichia coli K-12 BW25113,BW25113_0171,1,0.9859439,0.9660573,0.9788679,0.9769563666666666
C018,Escherichia coli K-12 BW25113,BW25113_0172,1,0.9863739,0.9769927,0.95271254,0.97202638
C018,Escherichia coli K-12 BW25113,BW25113_0173,1,0.95063925,0.99156296,0.9913015,0.9778345700000001
C018,Escherichia coli K-12 BW25113,BW25113_0174,1,0.9459329,0.98597765,0.93181056,0.9545737033333334
C018,Escherichia coli K-12 BW25113,BW25113_0175,1,0.9885261,0.9782437,0.9236846,0.9634847999999999
C018,Escherichia coli K-12 BW25113,BW25113_0176,1,0.92151135,0.95332867,0.91310424,0.9293147533333332
C018,Escherichia coli K-12 BW25113,BW25113_0177,1,0.9598605,0.9910693,0.9417593,0.9642297000000001
